customer_id,party_id,customer_number,customer_segment,lifecycle_stage,acquisition_date,risk_tier,engagement_score
CUST001100,PTY001100,CN-0001100,small_business,former,2020-08-19,high,27.01
CUST001101,PTY001101,CN-0001101,affluent,active,2025-11-18,low,73.14
CUST001102,PTY001102,CN-0001102,retail,prospect,2019-09-20,very_high,67.8
CUST001103,PTY001103,CN-0001103,retail,active,2018-05-03,very_high,83.05
CUST001104,PTY001104,CN-0001104,retail,prospect,2022-08-17,low,65.66
CUST001105,PTY001105,CN-0001105,small_business,lapsed,2026-08-19,high,71.89
CUST001106,PTY001106,CN-0001106,small_business,prospect,2020-04-10,high,96.32
CUST001107,PTY001107,CN-0001107,retail,lapsed,2020-02-10,very_high,81.04
CUST001108,PTY001108,CN-0001108,retail,former,2025-04-17,very_high,55.89
CUST001109,PTY001109,CN-0001109,small_business,former,2025-11-19,medium,71.56
CUST001110,PTY001110,CN-0001110,retail,active,2026-04-30,high,8.84
CUST001111,PTY001111,CN-0001111,small_business,former,2022-02-13,very_high,54.46
CUST001112,PTY001112,CN-0001112,affluent,active,2022-03-09,medium,32.07
CUST001113,PTY001113,CN-0001113,small_business,active,2025-03-03,medium,58.02
CUST001114,PTY001114,CN-0001114,small_business,active,2022-03-05,high,14.76
CUST001115,PTY001115,CN-0001115,small_business,lapsed,2025-07-18,very_high,36.03
CUST001116,PTY001116,CN-0001116,retail,inactive,2022-11-04,high,88.48
CUST001117,PTY001117,CN-0001117,small_business,lapsed,2021-09-25,very_high,45.08
CUST001118,PTY001118,CN-0001118,affluent,active,2024-01-18,low,34.35
CUST001119,PTY001119,CN-0001119,retail,inactive,2025-01-04,high,54.02
CUST001120,PTY001120,CN-0001120,retail,former,2026-05-09,medium,97.72
CUST001121,PTY001121,CN-0001121,affluent,active,2020-04-23,low,82.34
CUST001122,PTY001122,CN-0001122,affluent,inactive,2019-04-04,low,51.96
CUST001123,PTY001123,CN-0001123,retail,active,2024-06-15,medium,73.97
CUST001124,PTY001124,CN-0001124,affluent,former,2025-09-02,high,48.92
CUST001125,PTY001125,CN-0001125,affluent,former,2021-08-26,high,54.85
CUST001126,PTY001126,CN-0001126,affluent,lapsed,2022-06-06,very_high,21.91
CUST001127,PTY001127,CN-0001127,affluent,active,2021-12-09,low,22.58
CUST001128,PTY001128,CN-0001128,small_business,active,2025-03-22,medium,71.62
CUST001129,PTY001129,CN-0001129,retail,active,2023-08-29,medium,91.58
CUST001130,PTY001130,CN-0001130,small_business,active,2025-10-17,very_high,30.29
CUST001131,PTY001131,CN-0001131,affluent,lapsed,2020-05-07,low,95.16
CUST001132,PTY001132,CN-0001132,retail,prospect,2020-02-22,low,29.58
CUST001133,PTY001133,CN-0001133,retail,former,2020-04-28,low,6.7
CUST001134,PTY001134,CN-0001134,retail,active,2023-01-28,high,66.16
CUST001135,PTY001135,CN-0001135,affluent,inactive,2018-02-13,high,34.32
CUST001136,PTY001136,CN-0001136,retail,active,2022-03-16,very_high,61.93
CUST001137,PTY001137,CN-0001137,affluent,inactive,2023-05-14,low,67.91
CUST001138,PTY001138,CN-0001138,small_business,active,2018-05-10,high,3.1
CUST001139,PTY001139,CN-0001139,small_business,former,2025-11-09,very_high,75.29
CUST001140,PTY001140,CN-0001140,retail,active,2026-08-20,high,94.91
CUST001141,PTY001141,CN-0001141,small_business,prospect,2025-09-06,very_high,3.87
CUST001142,PTY001142,CN-0001142,retail,active,2023-06-20,high,54.37
CUST001143,PTY001143,CN-0001143,retail,lapsed,2018-12-06,low,45.47
CUST001144,PTY001144,CN-0001144,small_business,active,2026-05-27,very_high,3.43
CUST001145,PTY001145,CN-0001145,affluent,former,2021-06-22,very_high,21.66
CUST001146,PTY001146,CN-0001146,retail,prospect,2022-08-09,medium,59.34
CUST001147,PTY001147,CN-0001147,retail,inactive,2025-07-28,very_high,6.91
CUST001148,PTY001148,CN-0001148,small_business,active,2020-01-13,very_high,80.13
CUST001149,PTY001149,CN-0001149,affluent,lapsed,2024-01-04,low,25.32
CUST001150,PTY001150,CN-0001150,affluent,inactive,2019-04-27,very_high,17.39
CUST001151,PTY001151,CN-0001151,small_business,former,2023-01-25,medium,3.98
CUST001152,PTY001152,CN-0001152,small_business,active,2024-09-28,low,68.68
CUST001153,PTY001153,CN-0001153,retail,active,2018-11-11,very_high,24.9
CUST001154,PTY001154,CN-0001154,affluent,former,2022-05-06,medium,77.25
CUST001155,PTY001155,CN-0001155,small_business,active,2018-06-29,medium,34.01
CUST001156,PTY001156,CN-0001156,affluent,former,2025-08-29,very_high,22.87
CUST001157,PTY001157,CN-0001157,affluent,prospect,2022-12-27,low,16.44
CUST001158,PTY001158,CN-0001158,affluent,inactive,2019-06-25,low,43.81
CUST001159,PTY001159,CN-0001159,affluent,active,2022-02-10,low,70.84
CUST001160,PTY001160,CN-0001160,small_business,lapsed,2025-10-12,low,41.86
CUST001161,PTY001161,CN-0001161,small_business,active,2018-05-18,very_high,6.69
CUST001162,PTY001162,CN-0001162,small_business,lapsed,2018-12-24,high,47.46
CUST001163,PTY001163,CN-0001163,retail,active,2023-09-09,low,2.41
CUST001164,PTY001164,CN-0001164,affluent,active,2018-12-20,medium,44.61
CUST001165,PTY001165,CN-0001165,small_business,inactive,2024-02-15,high,47.79
CUST001166,PTY001166,CN-0001166,retail,inactive,2025-05-12,very_high,11.58
CUST001167,PTY001167,CN-0001167,retail,active,2018-06-12,medium,30.03
CUST001168,PTY001168,CN-0001168,affluent,active,2026-05-17,low,37.19
CUST001169,PTY001169,CN-0001169,retail,prospect,2023-09-21,high,58.56
CUST001170,PTY001170,CN-0001170,small_business,former,2018-02-06,medium,31.95
CUST001171,PTY001171,CN-0001171,small_business,former,2020-09-25,medium,18.87
CUST001172,PTY001172,CN-0001172,small_business,active,2023-04-29,medium,9.9
CUST001173,PTY001173,CN-0001173,affluent,lapsed,2022-05-08,low,14.61
CUST001174,PTY001174,CN-0001174,affluent,active,2019-06-05,low,47.77
CUST001175,PTY001175,CN-0001175,affluent,active,2018-10-25,medium,62.69
CUST001176,PTY001176,CN-0001176,affluent,active,2022-08-21,medium,82.8
CUST001177,PTY001177,CN-0001177,retail,former,2022-07-23,very_high,4.29
CUST001178,PTY001178,CN-0001178,small_business,prospect,2021-08-05,medium,67.17
CUST001179,PTY001179,CN-0001179,small_business,active,2022-03-11,medium,74.86
CUST001180,PTY001180,CN-0001180,small_business,inactive,2019-06-06,very_high,64.6
CUST001181,PTY001181,CN-0001181,affluent,active,2026-06-22,medium,59.9
CUST001182,PTY001182,CN-0001182,small_business,former,2021-03-24,low,43.27
CUST001183,PTY001183,CN-0001183,small_business,prospect,2018-05-07,low,70.45
CUST001184,PTY001184,CN-0001184,affluent,prospect,2019-08-20,high,27.74
CUST001185,PTY001185,CN-0001185,small_business,lapsed,2021-02-24,high,30.35
CUST001186,PTY001186,CN-0001186,affluent,active,2024-01-02,high,85.54
CUST001187,PTY001187,CN-0001187,affluent,active,2023-04-09,very_high,75.74
CUST001188,PTY001188,CN-0001188,affluent,lapsed,2025-09-20,medium,46.93
CUST001189,PTY001189,CN-0001189,affluent,active,2019-01-08,high,53.27
CUST001190,PTY001190,CN-0001190,affluent,prospect,2024-11-29,high,62.91
CUST001191,PTY001191,CN-0001191,small_business,inactive,2021-01-16,medium,31.31
CUST001192,PTY001192,CN-0001192,retail,inactive,2021-08-20,medium,34.85
CUST001193,PTY001193,CN-0001193,retail,former,2021-06-08,high,51.77
CUST001194,PTY001194,CN-0001194,small_business,active,2022-08-13,very_high,66.97
CUST001195,PTY001195,CN-0001195,affluent,former,2020-02-11,medium,80.22
CUST001196,PTY001196,CN-0001196,small_business,active,2025-09-20,high,71.26
CUST001197,PTY001197,CN-0001197,small_business,active,2024-03-14,very_high,58.17
CUST001198,PTY001198,CN-0001198,retail,lapsed,2019-12-12,high,63.86
CUST001199,PTY001199,CN-0001199,affluent,former,2020-04-22,high,18.31
CUST001200,PTY001200,CN-0001200,small_business,active,2025-04-06,medium,39.16
CUST001201,PTY001201,CN-0001201,small_business,inactive,2026-01-16,very_high,53.74
CUST001202,PTY001202,CN-0001202,small_business,inactive,2019-08-23,low,25.25
CUST001203,PTY001203,CN-0001203,affluent,active,2022-03-23,low,6.65
CUST001204,PTY001204,CN-0001204,small_business,active,2020-11-09,high,51.11
CUST001205,PTY001205,CN-0001205,retail,active,2022-09-19,low,98.16
CUST001206,PTY001206,CN-0001206,small_business,inactive,2025-01-16,low,47.64
CUST001207,PTY001207,CN-0001207,small_business,prospect,2022-05-04,medium,18.11
CUST001208,PTY001208,CN-0001208,retail,prospect,2022-01-20,low,27.74
CUST001209,PTY001209,CN-0001209,affluent,active,2024-02-25,medium,78.39
CUST001210,PTY001210,CN-0001210,affluent,active,2026-05-02,medium,3.99
CUST001211,PTY001211,CN-0001211,affluent,prospect,2025-05-28,low,11.14
CUST001212,PTY001212,CN-0001212,affluent,active,2025-01-01,high,42.98
CUST001213,PTY001213,CN-0001213,retail,inactive,2020-08-02,high,92.79
CUST001214,PTY001214,CN-0001214,retail,active,2021-12-19,low,55.37
CUST001215,PTY001215,CN-0001215,retail,active,2021-07-21,very_high,20.31
CUST001216,PTY001216,CN-0001216,retail,active,2024-11-29,low,57.12
CUST001217,PTY001217,CN-0001217,small_business,former,2024-11-20,very_high,12.46
CUST001218,PTY001218,CN-0001218,small_business,active,2020-10-05,medium,45.95
CUST001219,PTY001219,CN-0001219,retail,active,2019-11-10,high,10.74
CUST001220,PTY001220,CN-0001220,affluent,active,2020-09-05,very_high,57.96
CUST001221,PTY001221,CN-0001221,small_business,active,2024-09-22,medium,23.22
CUST001222,PTY001222,CN-0001222,small_business,lapsed,2018-12-02,very_high,44.25
CUST001223,PTY001223,CN-0001223,small_business,former,2026-04-16,very_high,2.3
CUST001224,PTY001224,CN-0001224,small_business,active,2026-07-31,very_high,43.67
CUST001225,PTY001225,CN-0001225,small_business,active,2023-11-17,low,49.9
CUST001226,PTY001226,CN-0001226,small_business,former,2024-11-26,very_high,60.66
CUST001227,PTY001227,CN-0001227,retail,lapsed,2022-03-08,low,60.1
CUST001228,PTY001228,CN-0001228,affluent,active,2025-11-02,medium,78.81
CUST001229,PTY001229,CN-0001229,retail,active,2020-04-28,high,40.51
CUST001230,PTY001230,CN-0001230,affluent,active,2020-10-15,medium,37.94
CUST001231,PTY001231,CN-0001231,retail,lapsed,2023-04-08,medium,64.55
CUST001232,PTY001232,CN-0001232,small_business,lapsed,2018-09-22,low,38.89
CUST001233,PTY001233,CN-0001233,small_business,active,2021-11-14,low,49.1
CUST001234,PTY001234,CN-0001234,small_business,active,2026-02-14,low,43.74
CUST001235,PTY001235,CN-0001235,retail,active,2021-11-27,high,91.16
CUST001236,PTY001236,CN-0001236,small_business,active,2020-11-30,medium,21.91
CUST001237,PTY001237,CN-0001237,affluent,inactive,2024-07-26,medium,84.59
CUST001238,PTY001238,CN-0001238,small_business,prospect,2022-04-12,medium,9.0
CUST001239,PTY001239,CN-0001239,retail,inactive,2019-10-13,low,25.04
CUST001240,PTY001240,CN-0001240,small_business,active,2023-11-22,medium,29.32
CUST001241,PTY001241,CN-0001241,small_business,former,2022-11-21,medium,22.91
CUST001242,PTY001242,CN-0001242,retail,inactive,2021-06-30,low,23.18
CUST001243,PTY001243,CN-0001243,affluent,prospect,2019-01-13,medium,28.82
CUST001244,PTY001244,CN-0001244,small_business,active,2023-04-11,medium,1.72
CUST001245,PTY001245,CN-0001245,affluent,lapsed,2020-03-11,low,6.74
CUST001246,PTY001246,CN-0001246,small_business,former,2019-02-20,medium,53.4
CUST001247,PTY001247,CN-0001247,affluent,former,2023-03-10,high,72.32
CUST001248,PTY001248,CN-0001248,affluent,active,2019-09-18,medium,78.69
CUST001249,PTY001249,CN-0001249,retail,former,2021-08-26,high,51.32
CUST001250,PTY001250,CN-0001250,affluent,inactive,2018-03-26,low,39.38
CUST001251,PTY001251,CN-0001251,retail,active,2019-11-16,medium,84.65
CUST001252,PTY001252,CN-0001252,affluent,former,2020-09-17,high,57.39
CUST001253,PTY001253,CN-0001253,small_business,active,2021-02-17,very_high,17.51
CUST001254,PTY001254,CN-0001254,affluent,active,2019-03-27,medium,64.01
CUST001255,PTY001255,CN-0001255,retail,prospect,2026-06-18,very_high,13.59
CUST001256,PTY001256,CN-0001256,small_business,inactive,2021-03-22,very_high,67.75
CUST001257,PTY001257,CN-0001257,affluent,inactive,2022-06-06,very_high,88.88
CUST001258,PTY001258,CN-0001258,affluent,inactive,2023-03-27,high,78.64
CUST001259,PTY001259,CN-0001259,affluent,former,2024-06-23,very_high,75.16
CUST001260,PTY001260,CN-0001260,small_business,active,2023-11-15,very_high,12.62
CUST001261,PTY001261,CN-0001261,retail,prospect,2018-05-30,high,84.19
CUST001262,PTY001262,CN-0001262,affluent,active,2019-04-19,very_high,37.59
CUST001263,PTY001263,CN-0001263,retail,active,2022-03-11,very_high,19.87
CUST001264,PTY001264,CN-0001264,retail,active,2018-03-07,medium,44.99
CUST001265,PTY001265,CN-0001265,affluent,active,2024-08-15,high,39.64
CUST001266,PTY001266,CN-0001266,retail,active,2019-08-06,very_high,25.29
CUST001267,PTY001267,CN-0001267,small_business,lapsed,2022-06-24,very_high,37.16
CUST001268,PTY001268,CN-0001268,small_business,active,2020-04-18,very_high,95.96
CUST001269,PTY001269,CN-0001269,retail,lapsed,2020-10-02,low,29.54
CUST001270,PTY001270,CN-0001270,small_business,active,2018-08-06,very_high,88.7
CUST001271,PTY001271,CN-0001271,retail,inactive,2022-11-11,high,35.48
CUST001272,PTY001272,CN-0001272,affluent,active,2023-10-01,low,93.4
CUST001273,PTY001273,CN-0001273,retail,active,2023-05-18,high,19.35
CUST001274,PTY001274,CN-0001274,retail,prospect,2023-09-07,low,14.59
CUST001275,PTY001275,CN-0001275,affluent,active,2025-12-22,low,2.47
CUST001276,PTY001276,CN-0001276,affluent,inactive,2020-06-14,high,2.41
CUST001277,PTY001277,CN-0001277,small_business,former,2022-07-11,very_high,34.69
CUST001278,PTY001278,CN-0001278,small_business,active,2021-08-30,low,80.12
CUST001279,PTY001279,CN-0001279,retail,active,2024-07-26,very_high,43.34
CUST001280,PTY001280,CN-0001280,retail,lapsed,2023-10-07,low,99.86
CUST001281,PTY001281,CN-0001281,small_business,active,2019-09-21,very_high,73.14
CUST001282,PTY001282,CN-0001282,small_business,active,2025-02-14,medium,76.21
CUST001283,PTY001283,CN-0001283,retail,inactive,2020-03-15,very_high,27.58
CUST001284,PTY001284,CN-0001284,retail,prospect,2020-06-21,high,1.21
CUST001285,PTY001285,CN-0001285,retail,active,2019-06-29,medium,41.76
CUST001286,PTY001286,CN-0001286,small_business,inactive,2019-09-14,high,99.04
CUST001287,PTY001287,CN-0001287,retail,prospect,2020-05-12,medium,85.88
CUST001288,PTY001288,CN-0001288,affluent,active,2020-12-23,low,21.91
CUST001289,PTY001289,CN-0001289,affluent,active,2019-11-10,low,8.0
CUST001290,PTY001290,CN-0001290,small_business,inactive,2023-02-26,high,85.06
CUST001291,PTY001291,CN-0001291,affluent,inactive,2020-11-23,high,63.15
CUST001292,PTY001292,CN-0001292,affluent,active,2021-08-30,high,80.62
CUST001293,PTY001293,CN-0001293,retail,former,2020-10-01,low,43.39
CUST001294,PTY001294,CN-0001294,small_business,inactive,2021-01-19,high,49.89
CUST001295,PTY001295,CN-0001295,small_business,prospect,2026-02-14,high,80.17
CUST001296,PTY001296,CN-0001296,retail,former,2020-11-21,medium,55.5
CUST001297,PTY001297,CN-0001297,retail,active,2020-06-15,medium,92.61
CUST001298,PTY001298,CN-0001298,affluent,inactive,2025-10-27,high,41.26
CUST001299,PTY001299,CN-0001299,small_business,inactive,2022-06-26,high,29.91
CUST001300,PTY001300,CN-0001300,retail,inactive,2020-09-20,very_high,94.85
CUST001301,PTY001301,CN-0001301,retail,former,2025-06-08,high,92.61
CUST001302,PTY001302,CN-0001302,small_business,active,2018-08-22,very_high,15.4
CUST001303,PTY001303,CN-0001303,retail,active,2023-04-23,high,11.82
CUST001304,PTY001304,CN-0001304,small_business,active,2020-08-23,very_high,58.84
CUST001305,PTY001305,CN-0001305,small_business,former,2022-07-19,medium,28.65
CUST001306,PTY001306,CN-0001306,retail,active,2024-11-05,medium,59.8
CUST001307,PTY001307,CN-0001307,small_business,former,2024-08-27,low,10.07
CUST001308,PTY001308,CN-0001308,affluent,prospect,2018-12-04,medium,54.04
CUST001309,PTY001309,CN-0001309,retail,former,2023-07-11,medium,99.18
CUST001310,PTY001310,CN-0001310,small_business,active,2018-01-09,low,13.35
CUST001311,PTY001311,CN-0001311,affluent,lapsed,2022-02-11,high,66.61
CUST001312,PTY001312,CN-0001312,retail,active,2018-12-25,high,33.01
CUST001313,PTY001313,CN-0001313,affluent,prospect,2018-06-09,low,61.44
CUST001314,PTY001314,CN-0001314,retail,active,2020-02-27,very_high,10.75
CUST001315,PTY001315,CN-0001315,small_business,inactive,2024-08-27,low,83.18
CUST001316,PTY001316,CN-0001316,retail,prospect,2021-03-11,very_high,60.62
CUST001317,PTY001317,CN-0001317,retail,lapsed,2020-11-30,low,49.64
CUST001318,PTY001318,CN-0001318,affluent,active,2020-07-05,low,39.34
CUST001319,PTY001319,CN-0001319,affluent,active,2021-10-19,very_high,81.03
CUST001320,PTY001320,CN-0001320,affluent,active,2022-01-09,high,65.35
CUST001321,PTY001321,CN-0001321,small_business,former,2022-07-01,medium,79.43
CUST001322,PTY001322,CN-0001322,affluent,active,2021-06-20,medium,24.07
CUST001323,PTY001323,CN-0001323,affluent,active,2019-09-02,low,7.95
CUST001324,PTY001324,CN-0001324,retail,active,2024-08-04,low,99.82
CUST001325,PTY001325,CN-0001325,retail,lapsed,2019-06-01,low,28.25
CUST001326,PTY001326,CN-0001326,affluent,active,2021-09-24,medium,71.86
CUST001327,PTY001327,CN-0001327,small_business,prospect,2022-11-19,high,93.74
CUST001328,PTY001328,CN-0001328,small_business,lapsed,2020-05-09,low,36.42
CUST001329,PTY001329,CN-0001329,retail,active,2022-05-20,low,4.89
CUST001330,PTY001330,CN-0001330,small_business,active,2020-10-29,very_high,46.35
CUST001331,PTY001331,CN-0001331,affluent,former,2022-06-17,high,44.96
CUST001332,PTY001332,CN-0001332,affluent,lapsed,2021-09-01,very_high,65.84
CUST001333,PTY001333,CN-0001333,affluent,former,2026-06-06,medium,0.74
CUST001334,PTY001334,CN-0001334,small_business,active,2019-11-04,low,48.69
CUST001335,PTY001335,CN-0001335,retail,prospect,2021-10-02,medium,24.0
CUST001336,PTY001336,CN-0001336,small_business,active,2024-10-09,medium,72.08
CUST001337,PTY001337,CN-0001337,retail,former,2022-09-08,low,63.15
CUST001338,PTY001338,CN-0001338,small_business,former,2025-12-23,high,33.72
CUST001339,PTY001339,CN-0001339,small_business,former,2019-03-05,medium,21.11
CUST001340,PTY001340,CN-0001340,affluent,lapsed,2021-09-23,high,53.09
CUST001341,PTY001341,CN-0001341,affluent,inactive,2023-12-06,medium,43.49
CUST001342,PTY001342,CN-0001342,retail,active,2026-03-15,high,53.88
CUST001343,PTY001343,CN-0001343,small_business,prospect,2026-06-23,high,33.26
CUST001344,PTY001344,CN-0001344,affluent,lapsed,2022-07-27,low,47.45
CUST001345,PTY001345,CN-0001345,small_business,inactive,2022-09-06,medium,92.31
CUST001346,PTY001346,CN-0001346,retail,active,2024-08-17,high,30.03
CUST001347,PTY001347,CN-0001347,retail,former,2025-04-24,medium,66.84
CUST001348,PTY001348,CN-0001348,small_business,active,2024-07-01,high,0.43
CUST001349,PTY001349,CN-0001349,retail,active,2020-07-27,very_high,23.9
CUST001350,PTY001350,CN-0001350,small_business,prospect,2018-01-10,low,80.24
CUST001351,PTY001351,CN-0001351,affluent,former,2021-01-25,very_high,1.63
CUST001352,PTY001352,CN-0001352,affluent,former,2026-03-21,high,76.89
CUST001353,PTY001353,CN-0001353,retail,active,2025-06-09,medium,53.41
CUST001354,PTY001354,CN-0001354,small_business,former,2024-03-12,low,85.52
CUST001355,PTY001355,CN-0001355,affluent,lapsed,2022-05-13,high,17.72
CUST001356,PTY001356,CN-0001356,retail,prospect,2025-05-11,very_high,7.97
CUST001357,PTY001357,CN-0001357,retail,active,2025-04-03,low,9.95
CUST001358,PTY001358,CN-0001358,affluent,active,2026-05-28,medium,65.75
CUST001359,PTY001359,CN-0001359,small_business,active,2025-07-14,medium,90.6
CUST001360,PTY001360,CN-0001360,affluent,active,2020-04-15,high,9.76
CUST001361,PTY001361,CN-0001361,small_business,inactive,2021-03-28,low,7.62
CUST001362,PTY001362,CN-0001362,retail,former,2019-09-30,low,95.36
CUST001363,PTY001363,CN-0001363,small_business,active,2018-09-28,low,76.49
CUST001364,PTY001364,CN-0001364,retail,inactive,2021-10-14,very_high,51.08
CUST001365,PTY001365,CN-0001365,affluent,inactive,2023-05-26,high,78.55
CUST001366,PTY001366,CN-0001366,retail,active,2021-12-30,medium,38.79
CUST001367,PTY001367,CN-0001367,affluent,active,2020-02-15,low,91.09
CUST001368,PTY001368,CN-0001368,retail,prospect,2024-12-15,medium,14.58
CUST001369,PTY001369,CN-0001369,affluent,former,2019-10-19,medium,47.87
CUST001370,PTY001370,CN-0001370,affluent,active,2026-06-29,low,34.02
CUST001371,PTY001371,CN-0001371,small_business,prospect,2022-05-14,very_high,21.24
CUST001372,PTY001372,CN-0001372,affluent,lapsed,2020-02-18,very_high,77.35
CUST001373,PTY001373,CN-0001373,affluent,prospect,2026-05-21,medium,83.45
CUST001374,PTY001374,CN-0001374,affluent,former,2023-07-18,very_high,38.73
CUST001375,PTY001375,CN-0001375,small_business,active,2025-03-16,low,3.64
CUST001376,PTY001376,CN-0001376,retail,inactive,2020-02-10,high,1.71
CUST001377,PTY001377,CN-0001377,small_business,lapsed,2025-06-15,high,41.55
CUST001378,PTY001378,CN-0001378,small_business,former,2018-01-31,very_high,8.52
CUST001379,PTY001379,CN-0001379,affluent,inactive,2019-01-29,low,59.29
CUST001380,PTY001380,CN-0001380,small_business,inactive,2023-04-24,high,11.98
CUST001381,PTY001381,CN-0001381,affluent,active,2018-05-14,medium,31.21
CUST001382,PTY001382,CN-0001382,small_business,prospect,2022-10-10,low,5.49
CUST001383,PTY001383,CN-0001383,affluent,active,2021-05-14,high,81.57
CUST001384,PTY001384,CN-0001384,small_business,active,2019-09-19,very_high,98.13
CUST001385,PTY001385,CN-0001385,small_business,prospect,2023-12-15,very_high,30.84
CUST001386,PTY001386,CN-0001386,small_business,prospect,2021-05-13,low,98.13
CUST001387,PTY001387,CN-0001387,retail,lapsed,2021-09-04,low,86.95
CUST001388,PTY001388,CN-0001388,affluent,inactive,2023-11-21,low,36.25
CUST001389,PTY001389,CN-0001389,small_business,former,2019-01-25,high,31.83
CUST001390,PTY001390,CN-0001390,retail,inactive,2019-05-22,medium,58.22
CUST001391,PTY001391,CN-0001391,retail,prospect,2018-11-19,high,31.15
CUST001392,PTY001392,CN-0001392,affluent,former,2026-07-13,low,81.16
CUST001393,PTY001393,CN-0001393,affluent,former,2024-02-27,high,90.63
CUST001394,PTY001394,CN-0001394,small_business,prospect,2025-05-18,very_high,75.23
CUST001395,PTY001395,CN-0001395,small_business,active,2018-06-16,low,65.79
CUST001396,PTY001396,CN-0001396,affluent,prospect,2021-01-07,medium,6.87
CUST001397,PTY001397,CN-0001397,retail,prospect,2024-08-06,very_high,4.25
CUST001398,PTY001398,CN-0001398,small_business,inactive,2022-01-19,low,26.43
CUST001399,PTY001399,CN-0001399,affluent,former,2024-08-17,medium,8.2
CUST001400,PTY001400,CN-0001400,retail,lapsed,2019-11-21,low,63.08
CUST001401,PTY001401,CN-0001401,small_business,active,2018-03-10,medium,16.94
CUST001402,PTY001402,CN-0001402,affluent,active,2025-08-27,very_high,0.53
CUST001403,PTY001403,CN-0001403,small_business,inactive,2023-11-13,medium,49.27
CUST001404,PTY001404,CN-0001404,retail,active,2020-09-01,medium,61.33
CUST001405,PTY001405,CN-0001405,retail,former,2022-05-11,high,34.43
CUST001406,PTY001406,CN-0001406,affluent,active,2022-07-15,high,26.94
CUST001407,PTY001407,CN-0001407,retail,lapsed,2024-11-29,very_high,25.5
CUST001408,PTY001408,CN-0001408,small_business,prospect,2024-10-15,low,40.55
CUST001409,PTY001409,CN-0001409,affluent,active,2020-02-23,medium,57.66
CUST001410,PTY001410,CN-0001410,affluent,prospect,2025-03-09,medium,13.24
CUST001411,PTY001411,CN-0001411,retail,active,2018-06-14,low,73.13
CUST001412,PTY001412,CN-0001412,small_business,active,2025-09-02,medium,27.65
CUST001413,PTY001413,CN-0001413,affluent,prospect,2019-04-07,medium,71.72
CUST001414,PTY001414,CN-0001414,retail,active,2025-10-22,low,34.14
CUST001415,PTY001415,CN-0001415,retail,active,2023-01-06,low,86.88
CUST001416,PTY001416,CN-0001416,small_business,active,2021-08-24,high,44.34
CUST001417,PTY001417,CN-0001417,affluent,active,2020-04-05,medium,38.92
CUST001418,PTY001418,CN-0001418,affluent,former,2020-02-10,medium,48.99
CUST001419,PTY001419,CN-0001419,small_business,prospect,2021-01-26,high,0.31
CUST001420,PTY001420,CN-0001420,retail,prospect,2023-03-14,low,74.83
CUST001421,PTY001421,CN-0001421,small_business,active,2023-11-18,very_high,11.04
CUST001422,PTY001422,CN-0001422,retail,active,2021-03-22,high,17.71
CUST001423,PTY001423,CN-0001423,retail,active,2026-08-17,low,58.65
CUST001424,PTY001424,CN-0001424,small_business,lapsed,2021-11-25,medium,44.93
CUST001425,PTY001425,CN-0001425,small_business,former,2025-09-20,very_high,96.35
CUST001426,PTY001426,CN-0001426,retail,active,2021-01-09,medium,43.81
CUST001427,PTY001427,CN-0001427,retail,former,2019-07-01,medium,64.52
CUST001428,PTY001428,CN-0001428,retail,inactive,2022-04-25,medium,10.98
CUST001429,PTY001429,CN-0001429,small_business,inactive,2026-02-02,high,68.99
CUST001430,PTY001430,CN-0001430,affluent,inactive,2021-01-18,high,74.64
CUST001431,PTY001431,CN-0001431,retail,inactive,2018-03-25,low,24.12
CUST001432,PTY001432,CN-0001432,small_business,former,2021-03-04,medium,75.77
CUST001433,PTY001433,CN-0001433,affluent,former,2025-06-30,medium,62.75
CUST001434,PTY001434,CN-0001434,retail,active,2023-12-05,low,32.74
CUST001435,PTY001435,CN-0001435,affluent,active,2025-09-25,high,0.15
CUST001436,PTY001436,CN-0001436,retail,prospect,2020-03-03,high,72.09
CUST001437,PTY001437,CN-0001437,small_business,lapsed,2022-10-07,high,58.62
CUST001438,PTY001438,CN-0001438,small_business,lapsed,2025-01-19,high,9.61
CUST001439,PTY001439,CN-0001439,affluent,active,2023-04-17,medium,32.47
CUST001440,PTY001440,CN-0001440,small_business,active,2021-10-08,medium,53.25
CUST001441,PTY001441,CN-0001441,retail,active,2023-07-13,low,68.97
CUST001442,PTY001442,CN-0001442,affluent,active,2019-02-27,medium,41.07
CUST001443,PTY001443,CN-0001443,retail,active,2018-06-29,very_high,53.5
CUST001444,PTY001444,CN-0001444,retail,prospect,2026-04-14,very_high,71.84
CUST001445,PTY001445,CN-0001445,affluent,active,2020-06-23,medium,37.09
CUST001446,PTY001446,CN-0001446,small_business,prospect,2018-05-30,very_high,12.03
CUST001447,PTY001447,CN-0001447,affluent,inactive,2021-02-22,very_high,89.31
CUST001448,PTY001448,CN-0001448,small_business,active,2019-01-18,low,9.35
CUST001449,PTY001449,CN-0001449,affluent,inactive,2020-10-22,medium,4.42
CUST001450,PTY001450,CN-0001450,small_business,inactive,2025-09-23,medium,65.73
CUST001451,PTY001451,CN-0001451,affluent,prospect,2025-10-21,very_high,81.71
CUST001452,PTY001452,CN-0001452,small_business,active,2020-06-05,low,8.87
CUST001453,PTY001453,CN-0001453,retail,inactive,2024-07-15,high,0.01
