claim_id,claim_number,policy_id,customer_id,policy_coverage_id,loss_date,report_date,claim_status,loss_cause,paid_amount,reserve_amount
CLM001153,CN-00001153,POL001253,CUST001519,COV001153,2024-10-16,2024-10-23,closed,fire,631.18,150.37
CLM001154,CN-00001154,POL001254,CUST000724,COV001154,2025-03-27,2025-04-01,closed,fire,743.69,190.88
CLM001155,CN-00001155,POL001255,CUST002002,COV001155,2024-12-20,2024-12-22,denied,water_damage,667.32,126.91
CLM001156,CN-00001156,POL001256,CUST003728,COV001156,2026-05-26,2026-05-27,denied,fire,230.81,23.03
CLM001157,CN-00001157,POL001257,CUST000118,COV001157,2025-09-19,2025-09-22,closed,liability,771.75,45.25
CLM001158,CN-00001158,POL001258,CUST000582,COV001158,2025-08-22,2025-09-03,subrogation,water_damage,260.38,53.36
CLM001159,CN-00001159,POL001259,CUST004400,COV001159,2026-02-24,2026-02-28,closed,water_damage,312.97,65.2
CLM001160,CN-00001160,POL001260,CUST001814,COV001160,2024-02-24,2024-02-28,reopened,collision,116.17,23.25
CLM001161,CN-00001161,POL001261,CUST000475,COV001161,2025-07-16,2025-07-20,closed,liability,633.03,144.9
CLM001162,CN-00001162,POL001262,CUST004235,COV001162,2024-03-03,2024-03-15,closed,fire,434.9,58.24
CLM001163,CN-00001163,POL001263,CUST002008,COV001163,2024-07-25,2024-07-30,closed,theft,697.34,150.14
CLM001164,CN-00001164,POL001264,CUST001429,COV001164,2026-04-15,2026-04-25,denied,fire,919.45,20.45
CLM001165,CN-00001165,POL001265,CUST000701,COV001165,2024-01-05,2024-01-14,reopened,other,344.85,47.71
CLM001166,CN-00001166,POL001266,CUST003186,COV001166,2024-10-12,2024-10-21,closed,water_damage,871.35,54.86
CLM001167,CN-00001167,POL001267,CUST000307,COV001167,2025-01-29,2025-02-12,subrogation,collision,655.6,148.51
CLM001168,CN-00001168,POL001268,CUST000008,COV001168,2026-08-08,2026-08-15,closed,theft,941.51,123.82
CLM001169,CN-00001169,POL001269,CUST004603,COV001169,2026-06-13,2026-06-13,subrogation,collision,165.38,39.71
CLM001170,CN-00001170,POL001270,CUST004128,COV001170,2025-04-22,2025-04-29,closed,theft,896.8,128.35
CLM001171,CN-00001171,POL001271,CUST004557,COV001171,2026-04-24,2026-04-26,denied,water_damage,655.02,100.39
CLM001172,CN-00001172,POL001272,CUST001065,COV001172,2024-09-26,2024-09-29,open,collision,3403.02,685.19
CLM001173,CN-00001173,POL001273,CUST001543,COV001173,2025-04-18,2025-04-21,denied,theft,957.05,117.52
CLM001174,CN-00001174,POL001274,CUST004662,COV001174,2024-11-13,2024-11-26,open,water_damage,220.54,11.64
CLM001175,CN-00001175,POL001275,CUST003383,COV001175,2025-12-29,2026-01-09,reopened,liability,878.45,119.98
CLM001176,CN-00001176,POL001276,CUST001997,COV001176,2026-08-18,2026-08-30,subrogation,liability,937.92,51.23
CLM001177,CN-00001177,POL001277,CUST000702,COV001177,2025-04-18,2025-04-28,closed,liability,375.94,96.74
CLM001178,CN-00001178,POL001278,CUST003946,COV001178,2024-04-20,2024-04-22,open,weather,399.33,38.3
CLM001179,CN-00001179,POL001279,CUST002266,COV001179,2024-02-27,2024-03-02,denied,water_damage,577.34,88.36
CLM001180,CN-00001180,POL001280,CUST004203,COV001180,2024-06-24,2024-07-02,reopened,collision,605.09,140.84
CLM001181,CN-00001181,POL001281,CUST004634,COV001181,2024-05-10,2024-05-14,reopened,water_damage,779.15,66.01
CLM001182,CN-00001182,POL001282,CUST001070,COV001182,2026-08-06,2026-08-06,denied,liability,980.33,10.27
CLM001183,CN-00001183,POL001283,CUST003195,COV001183,2025-09-14,2025-09-23,denied,water_damage,387.49,36.95
CLM001184,CN-00001184,POL001284,CUST001418,COV001184,2024-10-15,2024-10-25,closed,theft,360.14,59.9
CLM001185,CN-00001185,POL001285,CUST000889,COV001185,2024-03-15,2024-03-22,closed,theft,780.35,112.28
CLM001186,CN-00001186,POL001286,CUST001326,COV001186,2026-01-29,2026-02-10,closed,weather,445.36,132.14
CLM001187,CN-00001187,POL001287,CUST000254,COV001187,2025-10-13,2025-10-27,closed,water_damage,133.91,7.86
CLM001188,CN-00001188,POL001288,CUST004497,COV001188,2024-06-10,2024-06-15,subrogation,other,381.23,64.97
CLM001189,CN-00001189,POL001289,CUST000985,COV001189,2024-11-02,2024-11-07,denied,other,938.29,222.46
CLM001190,CN-00001190,POL001290,CUST004863,COV001190,2025-11-26,2025-12-01,denied,theft,762.27,62.43
CLM001191,CN-00001191,POL001291,CUST001693,COV001191,2025-10-24,2025-10-24,closed,theft,367.05,73.42
CLM001192,CN-00001192,POL001292,CUST003859,COV001192,2025-05-16,2025-05-29,closed,water_damage,544.69,141.58
CLM001193,CN-00001193,POL001293,CUST000541,COV001193,2025-04-10,2025-04-12,reopened,weather,10313.66,2597.36
CLM001194,CN-00001194,POL001294,CUST002469,COV001194,2024-06-03,2024-06-13,reopened,fire,361.92,19.41
CLM001195,CN-00001195,POL001295,CUST000089,COV001195,2026-04-21,2026-05-01,reopened,other,799.36,201.5
CLM001196,CN-00001196,POL001296,CUST003231,COV001196,2024-02-02,2024-02-04,subrogation,other,949.19,2.24
CLM001197,CN-00001197,POL001297,CUST002326,COV001197,2025-12-18,2025-12-30,closed,liability,425.91,98.42
CLM001198,CN-00001198,POL001298,CUST003110,COV001198,2025-09-12,2025-09-16,denied,water_damage,519.56,77.29
CLM001199,CN-00001199,POL001299,CUST001587,COV001199,2024-08-06,2024-08-06,denied,weather,499.79,50.63
CLM001200,CN-00001200,POL001300,CUST003069,COV001200,2026-06-09,2026-06-21,denied,collision,428.06,91.94
CLM001201,CN-00001201,POL001301,CUST002404,COV001201,2024-02-29,2024-03-14,closed,weather,513.64,152.53
CLM001202,CN-00001202,POL001302,CUST002724,COV001202,2024-06-16,2024-06-22,closed,weather,794.11,82.23
CLM001203,CN-00001203,POL001303,CUST001561,COV001203,2025-12-12,2025-12-26,closed,weather,748.06,94.79
CLM001204,CN-00001204,POL001304,CUST004300,COV001204,2025-01-10,2025-01-16,closed,weather,395.36,16.46
CLM001205,CN-00001205,POL001305,CUST003090,COV001205,2024-09-03,2024-09-14,open,theft,356.24,2.83
CLM001206,CN-00001206,POL001306,CUST002624,COV001206,2026-05-28,2026-06-07,closed,liability,743.58,162.4
CLM001207,CN-00001207,POL001307,CUST001581,COV001207,2026-04-28,2026-04-29,closed,theft,371.76,87.53
CLM001208,CN-00001208,POL001308,CUST001132,COV001208,2025-01-07,2025-01-21,reopened,liability,8509.97,253.61
CLM001209,CN-00001209,POL001309,CUST000464,COV001209,2024-09-01,2024-09-15,closed,fire,345.36,36.02
CLM001210,CN-00001210,POL001310,CUST004921,COV001210,2025-06-10,2025-06-23,closed,fire,591.47,137.9
CLM001211,CN-00001211,POL001311,CUST000695,COV001211,2024-02-24,2024-03-08,closed,theft,490.84,26.81
CLM001212,CN-00001212,POL001312,CUST003601,COV001212,2024-05-23,2024-05-25,denied,other,709.62,123.95
CLM001213,CN-00001213,POL001313,CUST002807,COV001213,2026-04-07,2026-04-19,closed,fire,636.43,150.74
CLM001214,CN-00001214,POL001314,CUST001719,COV001214,2025-05-12,2025-05-20,open,collision,370.43,7.61
CLM001215,CN-00001215,POL001315,CUST003622,COV001215,2025-12-09,2025-12-15,closed,weather,494.67,26.6
CLM001216,CN-00001216,POL001316,CUST000431,COV001216,2026-06-27,2026-07-04,open,liability,172.0,51.48
CLM001217,CN-00001217,POL001317,CUST003111,COV001217,2024-11-09,2024-11-21,closed,liability,940.18,193.83
CLM001218,CN-00001218,POL001318,CUST001087,COV001218,2026-08-02,2026-08-11,closed,fire,124.25,15.45
CLM001219,CN-00001219,POL001319,CUST003455,COV001219,2025-02-02,2025-02-14,closed,other,11472.77,1547.38
CLM001220,CN-00001220,POL001320,CUST000247,COV001220,2024-05-15,2024-05-23,closed,water_damage,370.94,6.99
CLM001221,CN-00001221,POL001321,CUST004409,COV001221,2026-01-25,2026-02-08,reopened,collision,622.89,135.49
CLM001222,CN-00001222,POL001322,CUST004329,COV001222,2026-01-10,2026-01-16,reopened,water_damage,760.49,190.54
CLM001223,CN-00001223,POL001323,CUST001930,COV001223,2024-06-07,2024-06-21,open,fire,256.12,22.46
CLM001224,CN-00001224,POL001324,CUST004147,COV001224,2025-05-26,2025-06-08,reopened,water_damage,70.58,11.62
CLM001225,CN-00001225,POL001325,CUST003924,COV001225,2026-01-20,2026-02-01,denied,theft,195.72,23.22
CLM001226,CN-00001226,POL001326,CUST002434,COV001226,2026-08-18,2026-08-23,open,weather,147.38,9.76
CLM001227,CN-00001227,POL001327,CUST002338,COV001227,2025-03-02,2025-03-08,closed,liability,377.64,95.78
CLM001228,CN-00001228,POL001328,CUST001526,COV001228,2025-04-27,2025-04-28,closed,fire,975.57,236.46
CLM001229,CN-00001229,POL001329,CUST001234,COV001229,2025-12-26,2026-01-08,closed,other,77.56,11.16
CLM001230,CN-00001230,POL001330,CUST001337,COV001230,2024-01-10,2024-01-23,closed,fire,744.12,131.59
CLM001231,CN-00001231,POL001331,CUST000741,COV001231,2024-05-12,2024-05-19,closed,theft,330.41,71.35
CLM001232,CN-00001232,POL001332,CUST000060,COV001232,2025-02-24,2025-02-28,open,weather,327.01,90.66
CLM001233,CN-00001233,POL001333,CUST000254,COV001233,2025-06-14,2025-06-19,denied,other,730.71,26.44
CLM001234,CN-00001234,POL001334,CUST000153,COV001234,2024-09-04,2024-09-16,open,fire,4768.72,767.84
CLM001235,CN-00001235,POL001335,CUST000004,COV001235,2024-08-04,2024-08-16,closed,liability,771.43,113.22
CLM001236,CN-00001236,POL001336,CUST001766,COV001236,2025-01-06,2025-01-07,open,weather,825.11,138.15
CLM001237,CN-00001237,POL001337,CUST003702,COV001237,2024-11-30,2024-12-05,reopened,collision,941.23,38.28
CLM001238,CN-00001238,POL001338,CUST003232,COV001238,2025-12-13,2025-12-17,subrogation,collision,929.55,183.78
CLM001239,CN-00001239,POL001339,CUST000550,COV001239,2026-08-12,2026-08-16,subrogation,liability,640.65,136.92
CLM001240,CN-00001240,POL001340,CUST004322,COV001240,2024-08-22,2024-08-24,reopened,liability,900.14,104.3
CLM001241,CN-00001241,POL001341,CUST003214,COV001241,2024-12-10,2024-12-23,closed,collision,997.33,5.55
CLM001242,CN-00001242,POL001342,CUST003360,COV001242,2026-05-21,2026-05-24,reopened,fire,65.65,9.97
CLM001243,CN-00001243,POL001343,CUST002072,COV001243,2025-06-18,2025-06-20,denied,collision,334.67,46.56
CLM001244,CN-00001244,POL001344,CUST003707,COV001244,2026-05-03,2026-05-07,reopened,theft,771.82,57.45
CLM001245,CN-00001245,POL001345,CUST002036,COV001245,2024-06-07,2024-06-18,denied,other,8643.77,530.77
CLM001246,CN-00001246,POL001346,CUST000893,COV001246,2025-09-26,2025-10-02,subrogation,water_damage,572.64,9.18
CLM001247,CN-00001247,POL001347,CUST000625,COV001247,2025-08-08,2025-08-21,subrogation,weather,270.92,1.02
CLM001248,CN-00001248,POL001348,CUST001340,COV001248,2026-02-28,2026-03-02,denied,fire,270.57,77.11
CLM001249,CN-00001249,POL001349,CUST002912,COV001249,2024-07-31,2024-07-31,denied,other,140.45,3.29
CLM001250,CN-00001250,POL001350,CUST003493,COV001250,2024-09-10,2024-09-14,open,liability,489.78,129.25
CLM001251,CN-00001251,POL001351,CUST001790,COV001251,2025-08-16,2025-08-19,open,collision,762.39,221.25
CLM001252,CN-00001252,POL001352,CUST002232,COV001252,2026-04-23,2026-04-23,closed,fire,810.21,96.22
CLM001253,CN-00001253,POL001353,CUST002187,COV001253,2026-07-01,2026-07-05,open,liability,552.93,14.22
CLM001254,CN-00001254,POL001354,CUST000764,COV001254,2025-09-13,2025-09-24,reopened,weather,506.17,142.53
CLM001255,CN-00001255,POL001355,CUST001854,COV001255,2026-06-19,2026-06-27,reopened,collision,431.87,127.18
CLM001256,CN-00001256,POL001356,CUST000164,COV001256,2026-03-18,2026-03-22,closed,other,61.94,16.93
CLM001257,CN-00001257,POL001357,CUST003099,COV001257,2025-09-30,2025-10-08,reopened,liability,139.44,6.79
CLM001258,CN-00001258,POL001358,CUST003395,COV001258,2024-03-11,2024-03-11,open,collision,598.96,118.15
CLM001259,CN-00001259,POL001359,CUST003989,COV001259,2026-03-27,2026-04-01,closed,fire,952.72,68.47
CLM001260,CN-00001260,POL001360,CUST001737,COV001260,2024-04-04,2024-04-12,subrogation,fire,7474.55,143.58
CLM001261,CN-00001261,POL001361,CUST000521,COV001261,2025-12-31,2026-01-04,subrogation,liability,220.12,1.72
CLM001262,CN-00001262,POL001362,CUST003370,COV001262,2026-07-11,2026-07-11,denied,liability,811.88,69.18
CLM001263,CN-00001263,POL001363,CUST000624,COV001263,2025-07-25,2025-07-26,closed,fire,483.37,5.6
CLM001264,CN-00001264,POL001364,CUST000939,COV001264,2026-07-11,2026-07-20,closed,liability,138.19,25.93
CLM001265,CN-00001265,POL001365,CUST002148,COV001265,2025-04-24,2025-05-01,closed,fire,115.56,18.48
CLM001266,CN-00001266,POL001366,CUST004366,COV001266,2025-06-24,2025-06-30,reopened,fire,260.13,14.12
CLM001267,CN-00001267,POL001367,CUST002033,COV001267,2024-04-27,2024-04-30,subrogation,other,735.25,65.24
CLM001268,CN-00001268,POL001368,CUST000598,COV001268,2024-09-13,2024-09-26,closed,theft,717.63,83.8
CLM001269,CN-00001269,POL001369,CUST000723,COV001269,2025-01-24,2025-01-24,closed,fire,670.56,81.31
CLM001270,CN-00001270,POL001370,CUST001136,COV001270,2024-07-10,2024-07-20,closed,other,459.0,36.67
CLM001271,CN-00001271,POL001371,CUST003422,COV001271,2025-08-14,2025-08-14,open,fire,697.77,191.9
CLM001272,CN-00001272,POL001372,CUST003529,COV001272,2025-11-15,2025-11-22,closed,fire,774.36,204.34
CLM001273,CN-00001273,POL001373,CUST003722,COV001273,2024-08-10,2024-08-18,closed,liability,370.38,3.42
CLM001274,CN-00001274,POL001374,CUST001901,COV001274,2025-12-21,2025-12-25,closed,water_damage,744.28,86.7
CLM001275,CN-00001275,POL001375,CUST004882,COV001275,2024-08-07,2024-08-08,subrogation,collision,946.59,220.81
CLM001276,CN-00001276,POL001376,CUST002625,COV001276,2025-05-23,2025-05-23,closed,other,483.06,62.87
CLM001277,CN-00001277,POL001377,CUST001727,COV001277,2025-01-21,2025-02-01,open,liability,957.42,236.78
CLM001278,CN-00001278,POL001378,CUST004590,COV001278,2025-11-15,2025-11-20,open,fire,889.4,257.06
CLM001279,CN-00001279,POL001379,CUST004767,COV001279,2024-09-17,2024-09-25,denied,theft,256.91,30.6
CLM001280,CN-00001280,POL001380,CUST001304,COV001280,2026-05-29,2026-05-29,closed,fire,371.7,59.51
CLM001281,CN-00001281,POL001381,CUST003013,COV001281,2025-01-14,2025-01-24,closed,weather,813.06,110.97
CLM001282,CN-00001282,POL001382,CUST004079,COV001282,2024-09-15,2024-09-18,closed,water_damage,960.76,163.26
CLM001283,CN-00001283,POL001383,CUST001800,COV001283,2026-08-01,2026-08-11,closed,liability,491.34,76.85
CLM001284,CN-00001284,POL001384,CUST000242,COV001284,2024-07-15,2024-07-21,closed,weather,144.46,14.33
CLM001285,CN-00001285,POL001385,CUST002896,COV001285,2024-12-31,2025-01-11,closed,other,266.49,37.39
CLM001286,CN-00001286,POL001386,CUST004337,COV001286,2025-08-12,2025-08-15,open,liability,992.77,77.24
CLM001287,CN-00001287,POL001387,CUST004176,COV001287,2026-07-10,2026-07-15,closed,water_damage,476.72,44.11
CLM001288,CN-00001288,POL001388,CUST000584,COV001288,2025-12-14,2025-12-25,open,fire,771.47,230.61
CLM001289,CN-00001289,POL001389,CUST004822,COV001289,2026-03-03,2026-03-11,closed,other,951.44,49.81
CLM001290,CN-00001290,POL001390,CUST002395,COV001290,2025-01-18,2025-01-26,closed,weather,694.72,147.05
CLM001291,CN-00001291,POL001391,CUST000030,COV001291,2025-06-20,2025-06-27,open,fire,781.96,36.34
CLM001292,CN-00001292,POL001392,CUST004159,COV001292,2024-11-02,2024-11-04,denied,liability,272.5,76.48
CLM001293,CN-00001293,POL001393,CUST004750,COV001293,2024-11-19,2024-11-20,denied,fire,661.97,150.71
CLM001294,CN-00001294,POL001394,CUST001040,COV001294,2025-05-08,2025-05-21,open,water_damage,81.55,1.75
CLM001295,CN-00001295,POL001395,CUST002356,COV001295,2024-05-05,2024-05-13,closed,fire,876.23,75.14
CLM001296,CN-00001296,POL001396,CUST002060,COV001296,2024-04-03,2024-04-15,subrogation,collision,193.73,37.05
CLM001297,CN-00001297,POL001397,CUST002093,COV001297,2024-06-10,2024-06-21,reopened,water_damage,501.46,122.18
CLM001298,CN-00001298,POL001398,CUST000830,COV001298,2024-05-23,2024-06-03,closed,theft,821.18,131.6
CLM001299,CN-00001299,POL001399,CUST001482,COV001299,2026-06-15,2026-06-27,closed,other,829.94,166.74
CLM001300,CN-00001300,POL001400,CUST000590,COV001300,2025-09-13,2025-09-22,denied,fire,784.54,231.87
CLM001301,CN-00001301,POL001401,CUST003552,COV001301,2025-12-22,2025-12-24,denied,theft,637.33,147.76
CLM001302,CN-00001302,POL001402,CUST000543,COV001302,2026-03-20,2026-04-01,open,fire,397.19,46.15
CLM001303,CN-00001303,POL001403,CUST003444,COV001303,2025-04-04,2025-04-13,closed,other,887.03,191.38
CLM001304,CN-00001304,POL001404,CUST001580,COV001304,2024-11-22,2024-11-24,reopened,theft,543.53,26.38
CLM001305,CN-00001305,POL001405,CUST004300,COV001305,2026-03-03,2026-03-06,reopened,collision,702.05,27.7
CLM001306,CN-00001306,POL001406,CUST004033,COV001306,2026-03-05,2026-03-14,closed,other,449.56,90.02
CLM001307,CN-00001307,POL001407,CUST000309,COV001307,2025-12-22,2025-12-29,denied,fire,847.78,164.22
CLM001308,CN-00001308,POL001408,CUST001927,COV001308,2024-06-20,2024-06-27,reopened,theft,356.24,16.04
CLM001309,CN-00001309,POL001409,CUST002464,COV001309,2026-04-03,2026-04-04,open,collision,408.57,99.8
CLM001310,CN-00001310,POL001410,CUST003120,COV001310,2024-12-04,2024-12-05,closed,weather,650.42,126.5
CLM001311,CN-00001311,POL001411,CUST003713,COV001311,2024-10-22,2024-11-01,subrogation,liability,704.77,119.1
CLM001312,CN-00001312,POL001412,CUST000966,COV001312,2024-10-09,2024-10-10,open,fire,756.01,116.0
CLM001313,CN-00001313,POL001413,CUST002108,COV001313,2024-03-07,2024-03-19,closed,other,537.18,121.57
CLM001314,CN-00001314,POL001414,CUST003737,COV001314,2025-05-28,2025-06-11,closed,other,554.98,98.07
CLM001315,CN-00001315,POL001415,CUST003511,COV001315,2025-07-24,2025-08-05,reopened,liability,909.95,195.95
CLM001316,CN-00001316,POL001416,CUST003686,COV001316,2025-10-31,2025-11-09,denied,other,752.18,175.11
CLM001317,CN-00001317,POL001417,CUST003778,COV001317,2025-08-19,2025-08-26,closed,fire,586.08,18.2
CLM001318,CN-00001318,POL001418,CUST004942,COV001318,2026-07-31,2026-08-13,subrogation,fire,7690.35,1811.29
CLM001319,CN-00001319,POL001419,CUST003958,COV001319,2024-06-25,2024-07-03,closed,other,870.17,77.03
CLM001320,CN-00001320,POL001420,CUST001780,COV001320,2026-06-09,2026-06-10,closed,theft,945.43,130.15
CLM001321,CN-00001321,POL001421,CUST001586,COV001321,2026-03-30,2026-04-13,closed,weather,217.16,8.8
CLM001322,CN-00001322,POL001422,CUST003793,COV001322,2024-02-27,2024-03-03,open,water_damage,783.85,188.23
CLM001323,CN-00001323,POL001423,CUST003839,COV001323,2026-09-01,2026-09-14,denied,water_damage,699.12,154.08
CLM001324,CN-00001324,POL001424,CUST003557,COV001324,2024-12-04,2024-12-18,subrogation,theft,874.22,174.6
CLM001325,CN-00001325,POL001425,CUST002798,COV001325,2025-02-05,2025-02-19,closed,weather,782.9,11.41
CLM001326,CN-00001326,POL001426,CUST001658,COV001326,2026-04-30,2026-05-11,closed,collision,967.53,105.32
CLM001327,CN-00001327,POL001427,CUST001436,COV001327,2024-06-15,2024-06-23,denied,weather,861.01,124.8
CLM001328,CN-00001328,POL001428,CUST000434,COV001328,2025-07-28,2025-07-30,closed,collision,588.91,72.25
CLM001329,CN-00001329,POL001429,CUST004224,COV001329,2024-11-18,2024-11-22,denied,theft,103.43,22.79
CLM001330,CN-00001330,POL001430,CUST002479,COV001330,2024-03-05,2024-03-16,denied,water_damage,63.44,10.8
CLM001331,CN-00001331,POL001431,CUST003805,COV001331,2024-04-08,2024-04-16,closed,theft,249.47,11.75
CLM001332,CN-00001332,POL001432,CUST003316,COV001332,2026-05-11,2026-05-13,open,water_damage,488.98,47.13
CLM001333,CN-00001333,POL001433,CUST003719,COV001333,2026-08-15,2026-08-26,reopened,theft,362.86,9.42
CLM001334,CN-00001334,POL001434,CUST001248,COV001334,2024-04-08,2024-04-21,open,water_damage,387.73,0.14
CLM001335,CN-00001335,POL001435,CUST000103,COV001335,2024-03-28,2024-04-02,closed,weather,380.98,44.0
CLM001336,CN-00001336,POL001436,CUST003549,COV001336,2026-01-05,2026-01-14,closed,water_damage,601.93,61.1
CLM001337,CN-00001337,POL001437,CUST002867,COV001337,2024-09-08,2024-09-18,open,liability,697.94,43.3
CLM001338,CN-00001338,POL001438,CUST003823,COV001338,2024-11-06,2024-11-09,closed,water_damage,289.34,30.62
CLM001339,CN-00001339,POL001439,CUST003112,COV001339,2025-11-19,2025-11-28,closed,weather,332.83,29.79
CLM001340,CN-00001340,POL001440,CUST001812,COV001340,2025-02-27,2025-03-02,closed,water_damage,248.88,24.99
CLM001341,CN-00001341,POL001441,CUST001320,COV001341,2026-07-28,2026-08-11,closed,collision,741.46,208.65
CLM001342,CN-00001342,POL001442,CUST000247,COV001342,2025-08-10,2025-08-13,closed,weather,11040.2,998.86
CLM001343,CN-00001343,POL001443,CUST000507,COV001343,2026-01-09,2026-01-15,subrogation,theft,616.23,119.78
CLM001344,CN-00001344,POL001444,CUST000800,COV001344,2024-08-19,2024-08-23,open,other,388.37,109.44
CLM001345,CN-00001345,POL001445,CUST000475,COV001345,2025-02-10,2025-02-24,denied,collision,991.91,270.42
CLM001346,CN-00001346,POL001446,CUST004842,COV001346,2025-06-30,2025-07-04,denied,liability,669.05,7.21
CLM001347,CN-00001347,POL001447,CUST001884,COV001347,2026-08-12,2026-08-20,subrogation,theft,823.35,239.67
CLM001348,CN-00001348,POL001448,CUST004749,COV001348,2026-09-06,2026-09-06,closed,fire,551.36,134.22
CLM001349,CN-00001349,POL001449,CUST004169,COV001349,2024-04-22,2024-05-04,denied,collision,5338.81,784.39
CLM001350,CN-00001350,POL001450,CUST004717,COV001350,2025-05-22,2025-06-02,denied,fire,120.02,13.55
CLM001351,CN-00001351,POL001451,CUST001639,COV001351,2024-05-22,2024-06-05,open,liability,918.6,191.33
CLM001352,CN-00001352,POL001452,CUST000502,COV001352,2025-06-26,2025-06-26,closed,other,563.03,78.9
CLM001353,CN-00001353,POL001453,CUST001188,COV001353,2024-09-28,2024-09-28,subrogation,collision,525.65,19.42
CLM001354,CN-00001354,POL001454,CUST001182,COV001354,2025-02-28,2025-03-03,closed,theft,878.54,67.72
CLM001355,CN-00001355,POL001455,CUST003335,COV001355,2026-08-20,2026-09-01,closed,theft,89.49,4.23
CLM001356,CN-00001356,POL001456,CUST004328,COV001356,2025-01-12,2025-01-20,closed,collision,369.64,59.71
CLM001357,CN-00001357,POL001457,CUST001412,COV001357,2024-08-21,2024-09-03,closed,water_damage,788.54,216.15
CLM001358,CN-00001358,POL001458,CUST004827,COV001358,2024-09-16,2024-09-19,closed,weather,13591.72,3694.63
CLM001359,CN-00001359,POL001459,CUST003094,COV001359,2024-09-18,2024-09-28,denied,collision,259.96,55.78
CLM001360,CN-00001360,POL001460,CUST001534,COV001360,2025-09-22,2025-09-29,denied,weather,410.01,35.61
CLM001361,CN-00001361,POL001461,CUST003223,COV001361,2025-09-02,2025-09-05,subrogation,collision,497.7,86.4
CLM001362,CN-00001362,POL001462,CUST002067,COV001362,2025-03-10,2025-03-23,closed,weather,205.56,29.16
CLM001363,CN-00001363,POL001463,CUST001058,COV001363,2026-08-23,2026-08-29,reopened,other,638.63,107.86
CLM001364,CN-00001364,POL001464,CUST000941,COV001364,2026-02-26,2026-03-05,reopened,fire,401.8,78.39
CLM001365,CN-00001365,POL001465,CUST000855,COV001365,2024-02-27,2024-03-11,reopened,other,5499.71,1016.17
CLM001366,CN-00001366,POL001466,CUST002135,COV001366,2025-10-21,2025-10-30,reopened,other,193.12,27.25
CLM001367,CN-00001367,POL001467,CUST000189,COV001367,2026-02-07,2026-02-19,closed,other,13095.05,3092.33
CLM001368,CN-00001368,POL001468,CUST003971,COV001368,2024-03-14,2024-03-19,denied,fire,172.0,49.66
CLM001369,CN-00001369,POL001469,CUST001851,COV001369,2026-04-14,2026-04-22,reopened,fire,743.02,148.07
CLM001370,CN-00001370,POL001470,CUST004059,COV001370,2024-11-30,2024-12-04,closed,weather,3227.82,477.97
CLM001371,CN-00001371,POL001471,CUST001045,COV001371,2025-01-30,2025-02-06,open,theft,165.78,49.45
CLM001372,CN-00001372,POL001472,CUST003170,COV001372,2025-12-11,2025-12-16,denied,liability,377.81,23.83
CLM001373,CN-00001373,POL001473,CUST003992,COV001373,2026-08-03,2026-08-14,reopened,water_damage,199.45,30.06
CLM001374,CN-00001374,POL001474,CUST000809,COV001374,2025-10-27,2025-11-08,closed,other,250.43,1.41
CLM001375,CN-00001375,POL001475,CUST002400,COV001375,2026-06-24,2026-07-05,closed,other,704.42,10.99
CLM001376,CN-00001376,POL001476,CUST004727,COV001376,2025-03-04,2025-03-15,reopened,collision,111.3,13.08
CLM001377,CN-00001377,POL001477,CUST002308,COV001377,2024-03-11,2024-03-12,subrogation,collision,419.0,81.37
CLM001378,CN-00001378,POL001478,CUST000602,COV001378,2025-02-06,2025-02-20,denied,weather,297.1,83.15
CLM001379,CN-00001379,POL001479,CUST004112,COV001379,2025-10-04,2025-10-11,subrogation,weather,489.47,93.03
CLM001380,CN-00001380,POL001480,CUST002309,COV001380,2026-01-29,2026-01-30,closed,fire,803.15,231.7
CLM001381,CN-00001381,POL001481,CUST004311,COV001381,2024-01-19,2024-02-01,open,water_damage,14245.05,268.01
CLM001382,CN-00001382,POL001482,CUST001311,COV001382,2025-04-26,2025-05-04,subrogation,water_damage,174.73,28.5
CLM001383,CN-00001383,POL001483,CUST000794,COV001383,2026-03-15,2026-03-16,subrogation,other,968.69,184.1
CLM001384,CN-00001384,POL001484,CUST004629,COV001384,2025-01-18,2025-01-19,closed,collision,548.97,147.63
CLM001385,CN-00001385,POL001485,CUST002614,COV001385,2025-02-26,2025-03-10,closed,weather,323.41,16.4
CLM001386,CN-00001386,POL001486,CUST003153,COV001386,2024-06-30,2024-07-10,open,theft,282.05,21.95
CLM001387,CN-00001387,POL001487,CUST004542,COV001387,2026-08-04,2026-08-07,closed,liability,635.39,67.07
CLM001388,CN-00001388,POL001488,CUST004520,COV001388,2024-09-30,2024-10-01,closed,theft,490.09,12.81
CLM001389,CN-00001389,POL001489,CUST001599,COV001389,2025-06-12,2025-06-15,closed,liability,983.7,256.13
CLM001390,CN-00001390,POL001490,CUST003925,COV001390,2024-08-20,2024-08-28,closed,theft,139.78,8.37
CLM001391,CN-00001391,POL001491,CUST001562,COV001391,2024-03-30,2024-04-12,subrogation,collision,338.51,55.0
CLM001392,CN-00001392,POL001492,CUST003475,COV001392,2025-11-12,2025-11-22,open,liability,178.57,13.77
CLM001393,CN-00001393,POL001493,CUST004836,COV001393,2024-08-25,2024-08-25,subrogation,weather,585.88,163.3
CLM001394,CN-00001394,POL001494,CUST000567,COV001394,2026-02-25,2026-03-04,open,other,997.6,283.64
