payment_id,policy_id,customer_id,payment_date,payment_status,payment_method,billed_amount,paid_amount
PAY001256,POL001356,CUST000164,2025-06-14,paid,other,1916.21,1916.21
PAY001257,POL001357,CUST003099,2025-12-15,scheduled,other,1500.12,1500.12
PAY001258,POL001358,CUST003395,2025-02-23,past_due,card,847.83,847.83
PAY001259,POL001359,CUST003989,2026-04-14,past_due,wire,1722.77,0.0
PAY001260,POL001360,CUST001737,2024-02-21,refunded,cash,361.97,0.0
PAY001261,POL001361,CUST000521,2024-10-07,paid,cash,754.53,754.53
PAY001262,POL001362,CUST003370,2026-07-17,paid,ach,1232.37,1232.37
PAY001263,POL001363,CUST000624,2025-09-16,paid,other,416.87,416.87
PAY001264,POL001364,CUST000939,2024-02-12,past_due,other,65.48,0.0
PAY001265,POL001365,CUST002148,2024-06-15,scheduled,check,467.01,467.01
PAY001266,POL001366,CUST004366,2025-06-25,reversed,other,372.64,0.0
PAY001267,POL001367,CUST002033,2026-09-08,refunded,wire,922.89,922.89
PAY001268,POL001368,CUST000598,2025-02-16,paid,check,1235.72,1235.72
PAY001269,POL001369,CUST000723,2025-10-21,scheduled,ach,173.07,173.07
PAY001270,POL001370,CUST001136,2025-12-04,paid,cash,662.95,662.95
PAY001271,POL001371,CUST003422,2026-04-22,paid,cash,1766.01,1766.01
PAY001272,POL001372,CUST003529,2024-07-19,paid,wire,773.01,773.01
PAY001273,POL001373,CUST003722,2026-04-20,failed,cash,97.34,0.0
PAY001274,POL001374,CUST001901,2024-06-05,past_due,wire,1800.2,1800.2
PAY001275,POL001375,CUST004882,2024-09-23,reversed,card,498.51,0.0
PAY001276,POL001376,CUST002625,2025-12-09,refunded,check,746.96,0.0
PAY001277,POL001377,CUST001727,2024-03-26,refunded,ach,294.65,294.65
PAY001278,POL001378,CUST004590,2025-11-03,paid,card,1263.38,1263.38
PAY001279,POL001379,CUST004767,2025-07-18,reversed,ach,708.24,708.24
PAY001280,POL001380,CUST001304,2024-03-11,past_due,wire,1341.61,0.0
PAY001281,POL001381,CUST003013,2026-02-23,reversed,wire,94.38,94.38
PAY001282,POL001382,CUST004079,2025-12-02,past_due,other,767.05,767.05
PAY001283,POL001383,CUST001800,2025-07-26,paid,payroll,1659.74,1659.74
PAY001284,POL001384,CUST000242,2025-03-21,past_due,payroll,1307.29,1307.29
PAY001285,POL001385,CUST002896,2025-05-30,paid,ach,1301.22,1301.22
PAY001286,POL001386,CUST004337,2024-08-20,reversed,cash,1835.18,1835.18
PAY001287,POL001387,CUST004176,2026-03-28,failed,ach,679.74,679.74
PAY001288,POL001388,CUST000584,2026-04-01,scheduled,check,916.48,916.48
PAY001289,POL001389,CUST004822,2025-11-29,failed,payroll,119.0,119.0
PAY001290,POL001390,CUST002395,2025-08-17,past_due,check,1584.42,0.0
PAY001291,POL001391,CUST000030,2024-01-14,paid,card,1983.49,1983.49
PAY001292,POL001392,CUST004159,2026-07-24,paid,wire,763.8,763.8
PAY001293,POL001393,CUST004750,2025-09-07,failed,card,1291.24,1291.24
PAY001294,POL001394,CUST001040,2025-01-23,paid,check,1587.86,1587.86
PAY001295,POL001395,CUST002356,2026-08-19,paid,ach,1619.97,1619.97
PAY001296,POL001396,CUST002060,2025-01-11,paid,other,1207.18,1207.18
PAY001297,POL001397,CUST002093,2024-03-21,past_due,cash,465.57,465.57
PAY001298,POL001398,CUST000830,2026-07-25,paid,payroll,1010.76,1010.76
PAY001299,POL001399,CUST001482,2024-04-11,reversed,cash,1842.19,1842.19
PAY001300,POL001400,CUST000590,2024-05-20,refunded,card,1481.76,0.0
PAY001301,POL001401,CUST003552,2024-02-05,scheduled,ach,542.59,542.59
PAY001302,POL001402,CUST000543,2026-03-20,failed,check,926.43,0.0
PAY001303,POL001403,CUST003444,2026-06-15,reversed,payroll,1253.28,0.0
PAY001304,POL001404,CUST001580,2025-05-18,past_due,wire,643.96,643.96
PAY001305,POL001405,CUST004300,2026-03-01,scheduled,ach,1702.83,1702.83
PAY001306,POL001406,CUST004033,2026-08-31,reversed,ach,68.94,68.94
PAY001307,POL001407,CUST000309,2026-08-20,reversed,payroll,1147.17,1147.17
PAY001308,POL001408,CUST001927,2025-04-22,past_due,other,321.84,0.0
PAY001309,POL001409,CUST002464,2025-11-07,paid,card,1532.91,1532.91
PAY001310,POL001410,CUST003120,2024-02-05,paid,cash,1011.86,1011.86
PAY001311,POL001411,CUST003713,2025-12-03,paid,cash,91.9,91.9
PAY001312,POL001412,CUST000966,2025-06-14,past_due,wire,848.57,848.57
PAY001313,POL001413,CUST002108,2025-07-07,scheduled,cash,1222.79,0.0
PAY001314,POL001414,CUST003737,2026-05-03,failed,other,310.32,310.32
PAY001315,POL001415,CUST003511,2025-06-28,failed,payroll,868.21,868.21
PAY001316,POL001416,CUST003686,2024-09-02,paid,other,1836.07,1836.07
PAY001317,POL001417,CUST003778,2024-12-02,refunded,ach,417.02,417.02
PAY001318,POL001418,CUST004942,2026-09-07,reversed,wire,747.1,0.0
PAY001319,POL001419,CUST003958,2026-04-02,paid,wire,109.34,109.34
PAY001320,POL001420,CUST001780,2025-04-01,paid,ach,1509.34,1509.34
PAY001321,POL001421,CUST001586,2025-08-07,paid,ach,1641.72,1641.72
PAY001322,POL001422,CUST003793,2026-06-12,paid,ach,1465.98,0.0
PAY001323,POL001423,CUST003839,2024-07-30,paid,ach,1067.83,1067.83
PAY001324,POL001424,CUST003557,2025-06-22,paid,payroll,1643.82,1643.82
PAY001325,POL001425,CUST002798,2026-06-15,scheduled,wire,574.38,574.38
PAY001326,POL001426,CUST001658,2024-10-21,failed,wire,646.22,0.0
PAY001327,POL001427,CUST001436,2025-03-08,paid,other,1239.46,1239.46
PAY001328,POL001428,CUST000434,2025-02-03,past_due,card,1575.42,1575.42
PAY001329,POL001429,CUST004224,2025-07-21,paid,other,1746.56,1746.56
PAY001330,POL001430,CUST002479,2024-10-30,failed,ach,1433.26,1433.26
PAY001331,POL001431,CUST003805,2024-05-31,paid,wire,1388.38,1388.38
PAY001332,POL001432,CUST003316,2024-03-03,scheduled,ach,1755.67,0.0
PAY001333,POL001433,CUST003719,2026-08-30,paid,cash,90.69,90.69
PAY001334,POL001434,CUST001248,2025-04-25,paid,check,122.72,122.72
PAY001335,POL001435,CUST000103,2024-09-21,past_due,payroll,1028.01,1028.01
PAY001336,POL001436,CUST003549,2024-09-13,refunded,other,1989.01,1989.01
PAY001337,POL001437,CUST002867,2025-11-30,scheduled,cash,1023.26,1023.26
PAY001338,POL001438,CUST003823,2024-02-01,scheduled,ach,524.84,0.0
PAY001339,POL001439,CUST003112,2024-12-28,paid,other,1792.7,1792.7
PAY001340,POL001440,CUST001812,2025-05-18,scheduled,wire,1544.72,1544.72
PAY001341,POL001441,CUST001320,2025-10-08,paid,other,1041.7,1041.7
PAY001342,POL001442,CUST000247,2024-06-22,paid,payroll,1965.23,0.0
PAY001343,POL001443,CUST000507,2024-11-07,failed,ach,907.18,907.18
PAY001344,POL001444,CUST000800,2026-01-21,paid,check,300.33,300.33
PAY001345,POL001445,CUST000475,2026-07-18,refunded,card,1166.99,1166.99
PAY001346,POL001446,CUST004842,2024-07-14,scheduled,payroll,1824.6,1824.6
PAY001347,POL001447,CUST001884,2025-11-04,refunded,ach,720.04,720.04
PAY001348,POL001448,CUST004749,2026-02-24,reversed,payroll,418.02,418.02
PAY001349,POL001449,CUST004169,2026-06-12,scheduled,card,1186.54,1186.54
PAY001350,POL001450,CUST004717,2026-05-14,refunded,payroll,1187.42,0.0
PAY001351,POL001451,CUST001639,2025-03-19,paid,check,1141.39,1141.39
PAY001352,POL001452,CUST000502,2025-03-30,past_due,ach,224.76,224.76
PAY001353,POL001453,CUST001188,2026-04-01,scheduled,ach,1650.2,0.0
PAY001354,POL001454,CUST001182,2024-09-11,paid,wire,1548.47,1548.47
PAY001355,POL001455,CUST003335,2024-01-11,past_due,payroll,977.97,0.0
PAY001356,POL001456,CUST004328,2025-12-27,past_due,check,1859.67,1859.67
PAY001357,POL001457,CUST001412,2024-11-15,paid,ach,956.38,956.38
PAY001358,POL001458,CUST004827,2024-07-14,paid,payroll,1282.6,1282.6
PAY001359,POL001459,CUST003094,2025-09-20,paid,ach,524.85,0.0
PAY001360,POL001460,CUST001534,2025-10-12,scheduled,cash,341.58,341.58
PAY001361,POL001461,CUST003223,2026-05-22,paid,card,1565.92,0.0
PAY001362,POL001462,CUST002067,2024-11-27,failed,other,292.77,292.77
PAY001363,POL001463,CUST001058,2024-10-13,failed,payroll,1333.3,1333.3
PAY001364,POL001464,CUST000941,2025-10-02,paid,cash,1830.05,0.0
PAY001365,POL001465,CUST000855,2025-02-04,paid,card,1976.22,0.0
PAY001366,POL001466,CUST002135,2026-04-02,paid,cash,325.46,325.46
PAY001367,POL001467,CUST000189,2024-11-05,failed,check,729.03,729.03
PAY001368,POL001468,CUST003971,2024-08-01,scheduled,card,345.85,345.85
PAY001369,POL001469,CUST001851,2025-12-31,past_due,card,1422.89,1422.89
PAY001370,POL001470,CUST004059,2026-08-30,scheduled,cash,1693.39,1693.39
PAY001371,POL001471,CUST001045,2024-11-09,past_due,cash,339.3,339.3
PAY001372,POL001472,CUST003170,2024-01-23,failed,check,1754.8,0.0
PAY001373,POL001473,CUST003992,2026-01-28,paid,check,1263.2,1263.2
PAY001374,POL001474,CUST000809,2025-02-16,scheduled,wire,155.23,155.23
PAY001375,POL001475,CUST002400,2026-08-09,paid,card,575.92,575.92
PAY001376,POL001476,CUST004727,2024-01-05,failed,cash,538.48,538.48
PAY001377,POL001477,CUST002308,2024-11-06,paid,wire,1531.71,0.0
PAY001378,POL001478,CUST000602,2024-10-09,past_due,check,1464.09,1464.09
PAY001379,POL001479,CUST004112,2024-04-23,paid,ach,1411.66,1411.66
PAY001380,POL001480,CUST002309,2026-01-10,failed,card,1175.33,1175.33
PAY001381,POL001481,CUST004311,2025-06-10,paid,check,197.78,197.78
PAY001382,POL001482,CUST001311,2024-02-16,reversed,wire,223.96,223.96
PAY001383,POL001483,CUST000794,2026-03-14,past_due,ach,1688.52,1688.52
PAY001384,POL001484,CUST004629,2025-02-20,reversed,other,84.3,0.0
PAY001385,POL001485,CUST002614,2025-02-21,failed,payroll,1000.97,1000.97
PAY001386,POL001486,CUST003153,2024-01-16,paid,payroll,477.49,477.49
PAY001387,POL001487,CUST004542,2026-02-05,paid,payroll,843.1,843.1
PAY001388,POL001488,CUST004520,2024-11-06,scheduled,wire,1926.74,1926.74
PAY001389,POL001489,CUST001599,2024-03-12,failed,check,1925.0,1925.0
PAY001390,POL001490,CUST003925,2024-02-01,reversed,check,161.08,161.08
PAY001391,POL001491,CUST001562,2024-01-15,past_due,card,513.57,513.57
PAY001392,POL001492,CUST003475,2024-05-14,past_due,wire,1468.84,1468.84
PAY001393,POL001493,CUST004836,2024-06-14,paid,card,1702.13,1702.13
PAY001394,POL001494,CUST000567,2024-01-03,paid,other,1855.29,1855.29
PAY001395,POL001495,CUST000022,2025-03-22,paid,check,461.82,461.82
PAY001396,POL001496,CUST001366,2024-06-02,scheduled,ach,881.41,881.41
PAY001397,POL001497,CUST003350,2025-11-05,paid,ach,277.01,0.0
PAY001398,POL001498,CUST001373,2026-04-19,past_due,ach,543.45,543.45
PAY001399,POL001499,CUST002207,2024-12-05,reversed,ach,262.29,262.29
PAY001400,POL001500,CUST001882,2024-11-21,failed,other,1762.88,1762.88
PAY001401,POL001501,CUST003732,2024-10-21,refunded,wire,543.9,543.9
PAY001402,POL001502,CUST001766,2024-04-15,scheduled,card,1740.46,1740.46
PAY001403,POL001503,CUST004915,2025-03-05,scheduled,ach,1972.2,0.0
PAY001404,POL001504,CUST001704,2025-04-15,scheduled,ach,1291.97,0.0
PAY001405,POL001505,CUST004794,2024-05-25,paid,check,888.14,888.14
PAY001406,POL001506,CUST003834,2025-02-06,paid,wire,1607.04,1607.04
PAY001407,POL001507,CUST004881,2026-09-04,past_due,check,1836.75,1836.75
PAY001408,POL001508,CUST002157,2026-04-05,scheduled,wire,89.46,89.46
PAY001409,POL001509,CUST000992,2024-11-18,refunded,other,775.11,775.11
PAY001410,POL001510,CUST002465,2025-09-06,paid,payroll,1208.13,0.0
PAY001411,POL001511,CUST000362,2025-12-29,scheduled,ach,955.08,0.0
PAY001412,POL001512,CUST002840,2026-03-10,past_due,check,542.26,0.0
PAY001413,POL001513,CUST000176,2026-07-15,reversed,cash,1564.77,0.0
PAY001414,POL001514,CUST000170,2024-03-23,failed,ach,646.06,0.0
PAY001415,POL001515,CUST002637,2025-12-23,past_due,card,1017.45,1017.45
PAY001416,POL001516,CUST003061,2025-03-27,paid,card,660.64,660.64
PAY001417,POL001517,CUST004914,2026-03-24,paid,card,370.26,370.26
PAY001418,POL001518,CUST001730,2026-06-06,paid,wire,1378.03,0.0
PAY001419,POL001519,CUST002339,2025-01-17,failed,ach,1034.32,0.0
PAY001420,POL001520,CUST000326,2025-05-06,reversed,card,1873.32,1873.32
PAY001421,POL001521,CUST003482,2024-05-16,refunded,wire,768.31,768.31
PAY001422,POL001522,CUST001306,2025-07-26,failed,ach,805.4,805.4
PAY001423,POL001523,CUST001990,2024-06-29,paid,ach,1703.96,0.0
PAY001424,POL001524,CUST004396,2025-11-15,past_due,wire,707.43,707.43
PAY001425,POL001525,CUST003421,2024-08-25,past_due,payroll,146.08,146.08
PAY001426,POL001526,CUST002164,2026-04-29,paid,other,432.23,432.23
PAY001427,POL001527,CUST000127,2024-09-22,past_due,cash,1487.55,1487.55
PAY001428,POL001528,CUST001760,2025-04-10,paid,other,592.52,592.52
PAY001429,POL001529,CUST003934,2025-06-03,refunded,cash,1825.88,0.0
PAY001430,POL001530,CUST002719,2025-05-17,paid,check,1266.07,1266.07
PAY001431,POL001531,CUST002950,2024-01-04,paid,cash,1125.4,0.0
PAY001432,POL001532,CUST004104,2026-04-26,reversed,cash,1328.14,1328.14
PAY001433,POL001533,CUST004180,2025-12-18,past_due,card,1484.8,1484.8
PAY001434,POL001534,CUST002887,2025-10-29,paid,wire,1018.99,1018.99
PAY001435,POL001535,CUST003644,2025-06-27,paid,wire,107.45,107.45
PAY001436,POL001536,CUST004168,2024-04-09,failed,card,839.7,0.0
PAY001437,POL001537,CUST002551,2025-01-14,paid,payroll,731.37,731.37
PAY001438,POL001538,CUST001605,2025-03-15,scheduled,cash,824.78,0.0
PAY001439,POL001539,CUST000538,2025-09-18,paid,payroll,1302.19,0.0
PAY001440,POL001540,CUST003612,2026-01-18,paid,ach,1556.84,0.0
PAY001441,POL001541,CUST001340,2025-07-08,paid,wire,640.33,640.33
PAY001442,POL001542,CUST001244,2026-04-16,past_due,ach,1853.75,1853.75
PAY001443,POL001543,CUST003785,2024-11-24,failed,cash,189.61,189.61
PAY001444,POL001544,CUST003092,2026-08-21,past_due,other,1351.51,0.0
PAY001445,POL001545,CUST002163,2026-08-20,scheduled,ach,1850.04,0.0
PAY001446,POL001546,CUST001272,2025-06-13,failed,check,1642.54,0.0
PAY001447,POL001547,CUST002223,2024-11-12,reversed,payroll,944.92,944.92
PAY001448,POL001548,CUST003199,2024-06-28,paid,ach,1592.55,1592.55
PAY001449,POL001549,CUST003203,2025-08-17,past_due,other,1386.99,1386.99
PAY001450,POL001550,CUST003764,2026-04-22,paid,check,1430.25,1430.25
PAY001451,POL001551,CUST001549,2026-06-08,refunded,other,649.9,649.9
PAY001452,POL001552,CUST003663,2026-05-08,reversed,check,1551.13,1551.13
PAY001453,POL001553,CUST001587,2024-07-09,paid,payroll,1708.5,1708.5
PAY001454,POL001554,CUST004015,2026-07-28,paid,other,437.26,0.0
PAY001455,POL001555,CUST002474,2026-07-02,paid,card,1405.46,0.0
PAY001456,POL001556,CUST002630,2026-06-04,paid,payroll,681.44,681.44
PAY001457,POL001557,CUST001861,2025-05-31,paid,ach,729.22,729.22
PAY001458,POL001558,CUST004262,2024-12-02,paid,payroll,494.37,0.0
PAY001459,POL001559,CUST001933,2026-05-17,paid,card,1336.24,0.0
PAY001460,POL001560,CUST003030,2026-02-09,failed,ach,796.77,796.77
PAY001461,POL001561,CUST002616,2025-03-13,paid,other,1693.83,1693.83
PAY001462,POL001562,CUST003812,2026-02-12,refunded,check,574.34,0.0
PAY001463,POL001563,CUST004214,2026-08-08,reversed,cash,399.09,0.0
PAY001464,POL001564,CUST000817,2024-01-08,past_due,card,697.5,697.5
PAY001465,POL001565,CUST000609,2024-12-15,scheduled,wire,396.64,396.64
PAY001466,POL001566,CUST002431,2024-10-24,failed,wire,369.16,0.0
PAY001467,POL001567,CUST003075,2024-12-25,reversed,check,1007.09,0.0
PAY001468,POL001568,CUST003306,2025-12-28,scheduled,cash,1648.29,1648.29
PAY001469,POL001569,CUST001402,2025-10-20,refunded,card,214.49,0.0
PAY001470,POL001570,CUST001866,2026-03-13,failed,other,1860.02,0.0
PAY001471,POL001571,CUST004157,2026-09-15,reversed,cash,1236.23,0.0
PAY001472,POL001572,CUST001389,2026-03-31,failed,wire,1134.72,1134.72
PAY001473,POL001573,CUST002014,2024-07-25,paid,wire,1824.27,1824.27
PAY001474,POL001574,CUST002618,2025-11-24,reversed,check,130.17,130.17
PAY001475,POL001575,CUST003323,2026-03-03,paid,ach,1796.08,1796.08
PAY001476,POL001576,CUST002995,2025-12-26,paid,other,89.37,89.37
PAY001477,POL001577,CUST001353,2025-01-22,paid,check,622.34,622.34
PAY001478,POL001578,CUST003432,2025-09-14,scheduled,payroll,1857.4,1857.4
PAY001479,POL001579,CUST003292,2025-08-04,scheduled,ach,229.92,229.92
PAY001480,POL001580,CUST001261,2026-05-19,paid,ach,1661.26,0.0
PAY001481,POL001581,CUST003192,2024-05-20,refunded,wire,871.37,0.0
PAY001482,POL001582,CUST004001,2026-05-13,paid,other,1712.13,1712.13
PAY001483,POL001583,CUST001031,2026-01-27,paid,payroll,1808.61,1808.61
PAY001484,POL001584,CUST002064,2024-08-11,reversed,cash,1827.85,1827.85
PAY001485,POL001585,CUST003379,2026-01-11,paid,cash,1891.3,1891.3
PAY001486,POL001586,CUST000319,2025-04-23,paid,wire,1314.14,1314.14
PAY001487,POL001587,CUST004071,2024-09-02,past_due,wire,1891.67,1891.67
PAY001488,POL001588,CUST000346,2025-06-06,past_due,payroll,383.8,0.0
PAY001489,POL001589,CUST004704,2024-09-02,scheduled,cash,928.1,928.1
PAY001490,POL001590,CUST000826,2025-12-15,paid,cash,822.9,822.9
PAY001491,POL001591,CUST000745,2026-05-23,failed,cash,872.36,0.0
PAY001492,POL001592,CUST000892,2025-05-11,reversed,ach,1827.14,1827.14
PAY001493,POL001593,CUST000989,2024-02-25,past_due,check,1207.24,1207.24
PAY001494,POL001594,CUST001194,2025-08-03,past_due,card,1038.33,0.0
PAY001495,POL001595,CUST001218,2026-06-21,paid,other,1841.34,1841.34
PAY001496,POL001596,CUST000791,2026-05-06,failed,check,1129.77,1129.77
PAY001497,POL001597,CUST001320,2024-10-10,refunded,cash,1680.9,0.0
PAY001498,POL001598,CUST001912,2024-04-04,scheduled,wire,1743.09,1743.09
PAY001499,POL001599,CUST003971,2026-07-14,failed,ach,1200.07,1200.07
PAY001500,POL001600,CUST004000,2025-06-28,refunded,cash,99.25,99.25
PAY001501,POL001601,CUST004884,2025-08-28,paid,cash,1555.78,1555.78
PAY001502,POL001602,CUST000567,2024-05-18,refunded,wire,276.17,0.0
PAY001503,POL001603,CUST000326,2026-01-20,reversed,ach,519.37,519.37
PAY001504,POL001604,CUST001056,2024-01-26,refunded,other,1915.36,1915.36
PAY001505,POL001605,CUST001343,2024-03-24,paid,payroll,382.99,382.99
PAY001506,POL001606,CUST004815,2026-04-12,reversed,card,989.04,989.04
PAY001507,POL001607,CUST003691,2026-04-19,refunded,payroll,1946.17,1946.17
PAY001508,POL001608,CUST001592,2024-05-05,paid,payroll,1945.84,1945.84
PAY001509,POL001609,CUST001311,2025-05-24,paid,payroll,1769.57,1769.57
PAY001510,POL001610,CUST000678,2026-08-10,past_due,other,776.34,776.34
PAY001511,POL001611,CUST004927,2024-02-16,past_due,card,750.44,750.44
PAY001512,POL001612,CUST002387,2024-06-26,paid,wire,1423.36,0.0
PAY001513,POL001613,CUST002552,2024-05-13,paid,payroll,1222.46,1222.46
PAY001514,POL001614,CUST003029,2026-07-02,refunded,ach,855.09,855.09
PAY001515,POL001615,CUST001858,2024-11-08,past_due,payroll,403.16,403.16
PAY001516,POL001616,CUST001281,2026-08-20,scheduled,other,1488.48,0.0
PAY001517,POL001617,CUST002887,2026-08-06,paid,payroll,1091.5,1091.5
PAY001518,POL001618,CUST004279,2026-08-15,failed,other,1220.66,1220.66
PAY001519,POL001619,CUST000653,2026-03-10,refunded,check,1324.9,0.0
PAY001520,POL001620,CUST002196,2025-11-20,refunded,wire,1135.56,1135.56
PAY001521,POL001621,CUST001517,2025-02-22,paid,wire,251.92,251.92
PAY001522,POL001622,CUST003949,2026-05-30,scheduled,cash,1151.83,0.0
PAY001523,POL001623,CUST004940,2024-04-18,scheduled,card,1061.11,0.0
PAY001524,POL001624,CUST002336,2025-03-20,past_due,cash,259.22,259.22
PAY001525,POL001625,CUST000803,2026-05-30,refunded,wire,1550.38,1550.38
PAY001526,POL001626,CUST000339,2024-03-27,paid,card,761.33,761.33
PAY001527,POL001627,CUST000006,2024-04-01,reversed,ach,1914.27,1914.27
PAY001528,POL001628,CUST002165,2024-06-01,paid,cash,1047.11,1047.11
PAY001529,POL001629,CUST003015,2026-08-02,refunded,ach,1696.81,1696.81
PAY001530,POL001630,CUST001171,2026-02-15,failed,card,72.44,72.44
PAY001531,POL001631,CUST004667,2025-10-17,past_due,check,1129.32,0.0
PAY001532,POL001632,CUST000291,2026-03-10,scheduled,payroll,893.07,893.07
PAY001533,POL001633,CUST002662,2024-06-26,paid,cash,1260.4,0.0
PAY001534,POL001634,CUST001843,2025-05-25,scheduled,check,976.4,0.0
PAY001535,POL001635,CUST000481,2024-12-20,reversed,other,1481.52,1481.52
PAY001536,POL001636,CUST002184,2026-07-19,paid,cash,686.46,686.46
PAY001537,POL001637,CUST003370,2026-01-04,scheduled,cash,1833.43,1833.43
PAY001538,POL001638,CUST000640,2024-09-14,scheduled,check,1560.34,1560.34
PAY001539,POL001639,CUST003292,2025-12-19,paid,ach,564.87,0.0
PAY001540,POL001640,CUST003563,2024-03-17,reversed,other,1884.06,1884.06
PAY001541,POL001641,CUST004148,2025-10-28,refunded,other,129.53,129.53
PAY001542,POL001642,CUST000650,2025-03-09,paid,ach,1358.48,1358.48
PAY001543,POL001643,CUST002376,2025-07-05,failed,ach,559.48,559.48
PAY001544,POL001644,CUST000859,2026-01-09,paid,payroll,1020.27,0.0
PAY001545,POL001645,CUST002099,2024-02-01,reversed,cash,562.12,562.12
PAY001546,POL001646,CUST001576,2024-09-25,failed,check,1111.27,1111.27
PAY001547,POL001647,CUST002321,2024-11-15,refunded,card,291.33,291.33
PAY001548,POL001648,CUST002171,2025-06-30,paid,cash,138.07,138.07
PAY001549,POL001649,CUST002249,2025-08-04,paid,wire,63.59,63.59
PAY001550,POL001650,CUST000077,2025-07-16,paid,ach,283.33,283.33
PAY001551,POL001651,CUST002593,2026-08-27,paid,card,1550.16,1550.16
PAY001552,POL001652,CUST002931,2026-05-03,scheduled,payroll,158.39,158.39
PAY001553,POL001653,CUST000590,2025-01-02,failed,ach,1581.07,0.0
PAY001554,POL001654,CUST001078,2026-06-14,failed,check,1295.97,1295.97
PAY001555,POL001655,CUST001887,2025-11-07,refunded,payroll,1567.62,1567.62
PAY001556,POL001656,CUST000650,2025-06-27,reversed,cash,405.41,405.41
PAY001557,POL001657,CUST002098,2025-08-13,past_due,check,946.51,946.51
PAY001558,POL001658,CUST003219,2025-10-22,past_due,other,548.12,548.12
PAY001559,POL001659,CUST004088,2024-12-06,scheduled,wire,1651.32,1651.32
PAY001560,POL001660,CUST004090,2026-08-30,paid,other,517.27,517.27
PAY001561,POL001661,CUST000261,2024-05-21,reversed,card,1592.25,1592.25
PAY001562,POL001662,CUST000164,2025-01-06,paid,cash,944.0,0.0
PAY001563,POL001663,CUST003511,2025-01-23,past_due,card,1431.77,1431.77
PAY001564,POL001664,CUST003339,2025-07-07,paid,other,742.97,742.97
PAY001565,POL001665,CUST004840,2024-02-25,past_due,cash,401.89,401.89
PAY001566,POL001666,CUST004138,2025-02-12,paid,ach,1622.08,1622.08
PAY001567,POL001667,CUST004811,2025-06-03,past_due,wire,1162.49,1162.49
PAY001568,POL001668,CUST002506,2025-08-15,past_due,card,1690.73,1690.73
PAY001569,POL001669,CUST002916,2025-10-21,paid,ach,959.46,959.46
PAY001570,POL001670,CUST001218,2025-11-22,reversed,wire,1643.4,1643.4
PAY001571,POL001671,CUST003552,2025-09-03,reversed,check,864.17,864.17
PAY001572,POL001672,CUST000681,2024-08-07,failed,payroll,1204.03,0.0
PAY001573,POL001673,CUST001112,2026-09-09,past_due,card,626.76,626.76
PAY001574,POL001674,CUST003491,2024-05-17,failed,card,53.85,53.85
PAY001575,POL001675,CUST003732,2026-08-18,paid,wire,1865.2,0.0
PAY001576,POL001676,CUST001104,2026-05-15,paid,payroll,1304.57,1304.57
PAY001577,POL001677,CUST000682,2025-07-29,scheduled,wire,1574.65,0.0
PAY001578,POL001678,CUST003723,2025-03-13,paid,payroll,811.94,811.94
PAY001579,POL001679,CUST003157,2024-04-20,paid,card,1426.91,0.0
PAY001580,POL001680,CUST001238,2025-09-01,reversed,ach,1507.33,1507.33
PAY001581,POL001681,CUST003287,2024-01-26,reversed,cash,825.68,0.0
PAY001582,POL001682,CUST003468,2024-05-21,refunded,wire,697.06,697.06
PAY001583,POL001683,CUST000014,2024-03-12,failed,wire,1755.23,0.0
PAY001584,POL001684,CUST003912,2024-10-11,paid,card,628.28,628.28
PAY001585,POL001685,CUST003420,2025-03-23,paid,payroll,699.4,699.4
PAY001586,POL001686,CUST003204,2025-03-30,paid,other,1844.76,1844.76
PAY001587,POL001687,CUST002789,2025-02-18,paid,payroll,489.62,489.62
PAY001588,POL001688,CUST000399,2025-05-23,paid,payroll,254.19,0.0
PAY001589,POL001689,CUST001531,2026-08-24,paid,wire,779.92,779.92
PAY001590,POL001690,CUST003038,2024-05-20,paid,card,1996.99,0.0
PAY001591,POL001691,CUST002359,2025-09-19,refunded,ach,451.02,0.0
PAY001592,POL001692,CUST000395,2024-10-03,past_due,wire,539.09,539.09
PAY001593,POL001693,CUST000756,2025-06-08,past_due,ach,1326.98,1326.98
PAY001594,POL001694,CUST004396,2026-09-04,reversed,payroll,1377.18,1377.18
PAY001595,POL001695,CUST000768,2026-08-20,paid,other,1399.37,1399.37
PAY001596,POL001696,CUST003918,2025-04-10,past_due,other,305.05,305.05
PAY001597,POL001697,CUST004045,2025-07-08,paid,ach,431.81,431.81
PAY001598,POL001698,CUST003652,2024-04-11,paid,cash,321.35,321.35
PAY001599,POL001699,CUST004411,2025-01-11,scheduled,ach,1684.45,1684.45
PAY001600,POL001700,CUST000483,2025-02-16,paid,cash,999.09,999.09
PAY001601,POL001701,CUST002950,2024-09-25,refunded,wire,1479.04,1479.04
PAY001602,POL001702,CUST002663,2024-04-06,paid,ach,994.54,994.54
PAY001603,POL001703,CUST004903,2024-08-29,refunded,ach,1613.52,0.0
PAY001604,POL001704,CUST003754,2024-12-23,past_due,cash,630.04,630.04
PAY001605,POL001705,CUST000018,2025-11-19,refunded,ach,1157.68,1157.68
PAY001606,POL001706,CUST001961,2025-09-09,paid,payroll,491.22,491.22
PAY001607,POL001707,CUST002847,2025-12-04,paid,cash,198.72,198.72
PAY001608,POL001708,CUST003282,2025-02-09,refunded,wire,1649.09,1649.09
PAY001609,POL001709,CUST002178,2025-09-16,paid,check,303.27,303.27
PAY001610,POL001710,CUST003266,2026-03-03,paid,payroll,841.96,841.96
