policy_id,policy_number,customer_id,agent_id,product_id,policy_status,effective_date,expiration_date,annual_premium,written_premium
POL001194,PN-00001194,CUST003621,AGT00022,PROD0010,expired,2024-02-10,2025-02-09,6449.63,5995.32
POL000114,PN-00000114,CUST002891,AGT00252,PROD0030,active,2025-02-04,2026-02-04,6056.42,5551.44
POL003582,PN-00003582,CUST004153,AGT00144,PROD0032,active,2025-02-04,2026-02-04,13769.1,13070.85
POL002811,PN-00002811,CUST000831,AGT00116,PROD0037,active,2023-08-20,2024-08-19,13826.11,13170.14
POL001944,PN-00001944,CUST002284,AGT00433,PROD0008,cancelled,2023-12-13,2024-12-12,6446.38,6268.44
POL000599,PN-00000599,CUST003254,AGT00020,PROD0010,renewed,2025-04-20,2026-04-20,13718.88,13457.86
POL001726,PN-00001726,CUST004986,AGT00210,PROD0003,active,2023-07-01,2024-06-30,590.06,582.61
POL000253,PN-00000253,CUST000373,AGT00436,PROD0021,cancelled,2023-04-27,2024-04-26,7315.23,7305.61
POL002516,PN-00002516,CUST000649,AGT00163,PROD0028,cancelled,2026-04-10,2027-04-10,5109.07,4844.23
POL001554,PN-00001554,CUST004015,AGT00154,PROD0004,cancelled,2023-10-14,2024-10-13,13628.22,13290.92
POL004416,PN-00004416,CUST000509,AGT00245,PROD0022,expired,2024-04-26,2025-04-26,562.03,558.68
POL004161,PN-00004161,CUST001422,AGT00418,PROD0044,cancelled,2023-09-15,2024-09-14,9227.73,8610.06
POL004956,PN-00004956,CUST003595,AGT00274,PROD0024,cancelled,2023-06-19,2024-06-18,4351.16,4065.56
POL003126,PN-00003126,CUST002868,AGT00280,PROD0020,active,2025-06-21,2026-06-21,8652.22,7862.9
POL001543,PN-00001543,CUST003785,AGT00369,PROD0006,active,2023-06-15,2024-06-14,7941.09,7713.84
POL001071,PN-00001071,CUST001241,AGT00373,PROD0043,cancelled,2023-06-29,2024-06-28,1264.85,1186.66
POL004184,PN-00004184,CUST001195,AGT00087,PROD0047,renewed,2024-07-08,2025-07-08,13302.56,12203.96
POL001598,PN-00001598,CUST001912,AGT00172,PROD0015,renewed,2023-11-28,2024-11-27,9181.24,8370.15
POL004656,PN-00004656,CUST003774,AGT00125,PROD0013,cancelled,2024-02-11,2025-02-10,14909.88,14663.19
POL001591,PN-00001591,CUST000745,AGT00433,PROD0020,expired,2023-10-29,2024-10-28,12550.38,11982.58
POL001033,PN-00001033,CUST004715,AGT00465,PROD0044,renewed,2023-12-10,2024-12-09,10721.09,9956.66
POL003267,PN-00003267,CUST002261,AGT00317,PROD0019,renewed,2023-08-11,2024-08-10,10364.37,10164.99
POL003399,PN-00003399,CUST003908,AGT00473,PROD0044,cancelled,2025-08-04,2026-08-04,643.22,612.4
POL000806,PN-00000806,CUST000740,AGT00357,PROD0025,active,2026-03-28,2027-03-28,9689.01,8834.42
POL001592,PN-00001592,CUST000892,AGT00069,PROD0010,active,2024-03-18,2025-03-18,2618.41,2534.44
POL000817,PN-00000817,CUST003286,AGT00082,PROD0023,renewed,2023-04-06,2024-04-05,14247.21,13324.7
POL004152,PN-00004152,CUST001758,AGT00426,PROD0011,renewed,2024-07-23,2025-07-23,7206.41,6621.26
POL000731,PN-00000731,CUST000120,AGT00147,PROD0024,expired,2025-11-25,2026-11-25,2204.98,2016.21
POL001315,PN-00001315,CUST003622,AGT00358,PROD0005,renewed,2026-08-18,2027-08-18,10310.86,10274.68
POL003924,PN-00003924,CUST004093,AGT00056,PROD0035,renewed,2023-06-14,2024-06-13,10211.35,9554.15
POL004367,PN-00004367,CUST000041,AGT00238,PROD0042,expired,2026-02-06,2027-02-06,4841.39,4772.43
POL002259,PN-00002259,CUST002013,AGT00193,PROD0005,active,2024-03-29,2025-03-29,10354.86,9386.79
POL004415,PN-00004415,CUST000428,AGT00257,PROD0033,renewed,2025-10-25,2026-10-25,471.59,437.42
POL002416,PN-00002416,CUST000435,AGT00109,PROD0006,expired,2023-01-23,2024-01-23,6726.0,6242.7
POL004341,PN-00004341,CUST004635,AGT00228,PROD0017,renewed,2024-11-24,2025-11-24,521.89,501.21
POL004459,PN-00004459,CUST000173,AGT00083,PROD0002,expired,2025-11-10,2026-11-10,2552.8,2465.27
POL004900,PN-00004900,CUST002979,AGT00102,PROD0006,active,2023-09-10,2024-09-09,13735.42,12507.77
POL003523,PN-00003523,CUST001491,AGT00230,PROD0029,expired,2024-06-19,2025-06-19,9870.36,9073.29
POL003663,PN-00003663,CUST000623,AGT00280,PROD0013,expired,2025-01-27,2026-01-27,13213.23,12228.86
POL003085,PN-00003085,CUST004645,AGT00354,PROD0049,expired,2024-11-26,2025-11-26,10195.44,9994.79
POL003586,PN-00003586,CUST004538,AGT00471,PROD0049,renewed,2025-04-27,2026-04-27,6981.44,6651.02
POL001740,PN-00001740,CUST000713,AGT00261,PROD0014,active,2024-02-13,2025-02-12,11747.47,11184.62
POL000934,PN-00000934,CUST004461,AGT00486,PROD0037,renewed,2025-03-04,2026-03-04,465.72,455.24
POL001296,PN-00001296,CUST003231,AGT00031,PROD0022,cancelled,2024-10-06,2025-10-06,7339.02,7131.38
POL003879,PN-00003879,CUST004992,AGT00291,PROD0039,cancelled,2024-08-09,2025-08-09,9983.21,9058.02
POL004443,PN-00004443,CUST003782,AGT00189,PROD0028,expired,2026-07-15,2027-07-15,13775.7,12427.93
POL004752,PN-00004752,CUST004125,AGT00332,PROD0030,renewed,2023-05-19,2024-05-18,8753.51,7947.34
POL001026,PN-00001026,CUST003137,AGT00451,PROD0005,renewed,2026-06-16,2027-06-16,12528.14,12351.96
POL001896,PN-00001896,CUST004226,AGT00206,PROD0001,renewed,2024-01-08,2025-01-07,6214.45,5723.65
POL004285,PN-00004285,CUST002035,AGT00199,PROD0028,active,2025-04-07,2026-04-07,6797.11,6737.81
POL002018,PN-00002018,CUST002383,AGT00435,PROD0025,renewed,2023-06-17,2024-06-16,6636.82,6521.36
POL002994,PN-00002994,CUST000124,AGT00085,PROD0046,renewed,2023-11-17,2024-11-16,8949.81,8353.46
POL002542,PN-00002542,CUST002229,AGT00255,PROD0005,active,2024-09-23,2025-09-23,3053.19,2799.27
POL003981,PN-00003981,CUST001830,AGT00221,PROD0024,cancelled,2026-03-10,2027-03-10,11566.55,10775.32
POL001506,PN-00001506,CUST003834,AGT00290,PROD0021,renewed,2026-07-08,2027-07-08,9982.02,9170.58
POL002499,PN-00002499,CUST002677,AGT00034,PROD0018,expired,2026-06-16,2027-06-16,721.94,704.29
POL002010,PN-00002010,CUST001363,AGT00166,PROD0020,expired,2023-08-09,2024-08-08,7426.04,7087.79
POL004424,PN-00004424,CUST003526,AGT00259,PROD0016,active,2025-08-29,2026-08-29,2362.67,2362.24
